,tweets,likes,time,politician_id,language,translated_tweets
1156,"Vaud: votation logement: victoire des locataires et de l’ASLOCA,   (Association suisse des locataires) + de logements à loyer abordables!",4,2017-02-12 12:16:29+00:00,CarloSommaruga,"((0, 140, 'FRENCH', 'fr'),)","Vaud: Housing vote: Victory of tenants and ASLOCA, (Swiss Tenants Association) + affordable rent housing!"
1157,Suisse:victoires socialistes et gifle aux affairistes et nationalistes! Allemagne:Schulz dépasse Merkel dans sondages! France:espoir Hamon!,2,2017-02-12 12:04:46+00:00,CarloSommaruga,"((0, 140, 'FRENCH', 'fr'),)",Switzerland: Socialist and slapping victories to businessmen and nationalists! Germany:Schulz surpasses Merkel in polls! France:hope Hamon!
1158,Améliorer l'attractivité économique de la Suisse ne passera pas par les délirants cadeaux fiscaux au capital et aux multinationales. RIE3,3,2017-02-12 11:35:14+00:00,CarloSommaruga,"((0, 141, 'FRENCH', 'fr'),)",Improving Switzerland's economic attractiveness will not require delusional tax gifts to capital and multinationals.
1159,RIE3 réouvrir le débat national et cantonal. Repenser la compensation fédérale aux cantons et le financement des services publics cantonaux,7,2017-02-12 11:22:12+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)",RIE3 reopen the national and cantonal debate. Rethinking the federal compensation to the cantons and the financing of cantonal public services
1160,Voilà un peu de raison qui s'inscrit dans une vision de développement durable!,1,2017-02-12 11:17:14+00:00,CarloSommaruga,"((0, 80, 'FRENCH', 'fr'),)",That is a bit of a reason for a vision of sustainable development!
1161,"RIE3 à Genève c'est NON ! La naturalisation facilitée, c'est OUI !",3,2017-02-12 11:06:11+00:00,CarloSommaruga,"((0, 69, 'FRENCH', 'fr'),)",RIE3 in Geneva is NO! The easy naturalization is YES!
1162,"A Boswil AG, le 1er dépouillement de tout le pays montre un clair rejet de RIE3 avec 58.34% de NON. A Genève, allez voter NON jusqu’à 12h",6,2017-02-12 09:52:43+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)","In Boswil AG, the first count of the whole country shows a clear rejection of RIE3 with 58.34% of NO. In Geneva, go vote NO until 12pm"
1163,C'est en le repentant sans arrêt comme vous le faites qu'il le devient ! Et son programme? seul choix raisonnable et d'avenir: BenoitHamon,0,2017-02-11 23:24:44+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)",It is by constantly repenting him as you do that he becomes! And his program? Only reasonable and future choice: BenoitHamon
1164,Ce 12 février n'oublie pas d'où nuitée ton voisin ou tes amis d'aller voter directement au bureau de vote NON à RIE3 ! Chaque voix compte !,1,2017-02-11 23:19:41+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)","This February 12th, don't forget where your neighbor or your friends would like to go and vote directly at the polling station NO in RIE3 ! Every vote counts !"
1165,"Toi qui me lit tu as déjà voté. Mais ton père, ta mère, ton voisin qui ne tweetent pas ? Demain matin ils le peuvent encore! Dis leur! RIE3",3,2017-02-11 11:35:16+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","You who read me already voted, but your father, your mother, your neighbor who don't tweet? Tomorrow morning they can still! Tell them! RIE3"
1166,"Du logement social, beau et étudiant ! — via",0,2017-02-08 18:15:28+00:00,CarloSommaruga,"((0, 47, 'FRENCH', 'fr'),)","Social housing, beautiful and student! — via"
1167,"Lorsque la social-démocratie incarne à nouveau un projet porteur d’espérance, elle renoue avec le succès. Hamon, Schulz, Corbyn",5,2017-02-08 16:17:18+00:00,CarloSommaruga,"((0, 133, 'FRENCH', 'fr'),)","When social democracy once again embodies a project of hope, it returns to success. Hamon, Schulz, Corbyn"
1168,il n’y pas d’autre solution pour freiner Israel dans sa volonté d’annexer la Palestine!,0,2017-02-08 16:08:47+00:00,CarloSommaruga,"((0, 94, 'FRENCH', 'fr'),)",There is no other way to curb Israel in its desire to annex Palestine!
1169,Marteler le droit ne suffit plus! Israël s’en moque! Les pays européens doivent reconnaître  formellement l’Etat de Palestine.,3,2017-02-08 16:00:32+00:00,CarloSommaruga,"((0, 133, 'FRENCH', 'fr'),)",Marteling the law is no longer enough! Israel mocks! European countries must formally recognise the State of Palestine.
1170,"et ben non, le fait qu’il y ait des milliers d’auto-dénonciations montre que la justice ne les a pas rattrapés…",0,2017-02-07 23:51:15+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)","And no, the fact that there are thousands of self-indications shows that justice has not caught them..."
1171,"Si les 99,99% des contribuables sont transparents vers fisc, à quoi bon un secret bancaire pour les 0,01 % des tricheurs ?",0,2017-02-07 13:52:08+00:00,CarloSommaruga,"((0, 123, 'FRENCH', 'fr'),)","If the 99.99% of taxpayers are transparent to the tax authorities, what is the use of bank secrecy for the 0.01% of cheaters?"
1172,Et dire qu'à Berne certains prétendent qu'en Suisse il y a un rapport de confiance special au fisc qu'il faut defe dre !!! 2/2,1,2017-02-07 10:25:22+00:00,CarloSommaruga,"((0, 128, 'FRENCH', 'fr'),)",And to say that in Bern some people claim that in Switzerland there is a special relationship of trust to the tax that needs to be done!!! 2/2
1173,Record d'autodénonciations fiscales en raison de l'échange automatique d'infos. 1/2,1,2017-02-07 10:25:03+00:00,CarloSommaruga,"((0, 85, 'FRENCH', 'fr'),)",Record of tax self-denunciation due to automatic exchange of information. 1/2
1174,Ministre gambien: Le Ministère public de la Confédération reprend l’enquête pénale. Enfin! Il n'avait pas le choix!,0,2017-02-06 15:02:54+00:00,CarloSommaruga,"((0, 122, 'FRENCH', 'fr'),)",Gambian Minister: The Public Prosecutor's Office of the Confederation resumes the criminal investigation. Finally! He had no choice!
1175,Une cour d’appel US refuse de rétablir le décret anti-immigration! La séparation des pouvoirs existe encore. Ouf !,3,2017-02-05 13:16:51+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",A US court of appeal refuses to reinstate the anti-immigration decree! The separation of powers still exists.
1176,Benoît Hamon: le vrai renouveau de la gauche c'est lui !,1,2017-02-05 13:13:50+00:00,CarloSommaruga,"((0, 57, 'FRENCH', 'fr'),)",Benoît Hamon: the real revival of the left is him!
1177,"En Suisse, la réforme fiscale RIE3 renforce cette tendance ! dans l’intérêt des classes moyennes et populaires, il faut dire NON à RIE3 !",2,2017-02-03 15:41:49+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)","In Switzerland, the tax reform RIE3 reinforces this trend! in the interests of the middle and popular classes, it is necessary to say NO to RIE3!"
1178,"ai critiqué la droite autoritaire, mais pas  le populisme. ai défendu populisme comme instrument politique aussi pour la gauche !",0,2017-02-02 16:35:52+00:00,CarloSommaruga,"((0, 131, 'FRENCH', 'fr'),)","criticized the authoritarian right, but not populism. defended populism as a political instrument also for the left!"
1179,le populisme est-il une infraction pénale ? Non ! Au surplus notre campagne RIE 3 est factuelle ! la votre sur la peur !,0,2017-02-02 15:42:31+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)","Is populism a criminal offence? No! Moreover, our RIE 3 campaign is factual! Yours on fear!"
1180,"ben non. sur la mise en oeuvre de l’article 121a est fédérale, c’est cette majorité qui a trouvé et voté la solution !",0,2017-02-02 13:55:51+00:00,CarloSommaruga,"((0, 127, 'FRENCH', 'fr'),)","On the implementation of Article 121a is federal, it is this majority who found and voted for the solution!"
1181,Faut suivre ! La CER-E planche sur une initiative parlementaire dans ce sens avec appui PS si selon TF il y a égalité proprios et locataires,0,2017-02-02 13:01:06+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)",The CER-E is working on a parliamentary initiative in this direction with the support of PS if according to TF there is equal ownership and tenants
1182,"Mais non ! Entre exigence internationale et volonté du peuple, le centre-droit doit construire un nouveau projet avec la gauche.",0,2017-02-02 12:57:19+00:00,CarloSommaruga,"((0, 129, 'FRENCH', 'fr'),)","Between international demand and the will of the people, the centre-right must build a new project with the left."
1183,"Le problème c'est qu'un pari on le perd une fois sur deux! 
Plutôt qu'un pari, il faut du solide ! NON à RIE3 et on reconstruit du solide !",1,2017-02-02 11:31:44+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)","The problem is that one bet loses it once in two! Rather than a bet, it takes solid! NO to RIE3 and we rebuild solid!"
1184,"Un homme simple, une solidarité solide, un regard vers le futur et surtout un projet plein d'espérance.",20,2017-02-02 11:27:38+00:00,CarloSommaruga,"((0, 105, 'FRENCH', 'fr'),)","A simple man, a solid solidarity, a look at the future and above all a project full of hope."
1185,"Aujourd’hui  députée HDP en Turquie, amenée devant un juge pour sept incriminations politiques",4,2017-02-02 10:37:56+00:00,CarloSommaruga,"((0, 99, 'FRENCH', 'fr'),)","Today HDP MP in Turkey, brought before a judge for seven political incriminations"
1186,"Suite à mon interpellation sur airbnb, le Conseil fédéral donne la marche à suivre si dommage subit par le loueur",1,2017-02-01 17:12:21+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)","Following my inquiry on airbnb, the Federal Council gives the procedure to follow if damage suffered by the landlord"
1187,Le chef de la députation de l'UDC au parlement argovien appelle à voter NON au nom des petites entreprises !,1,2017-02-01 16:40:00+00:00,CarloSommaruga,"((0, 110, 'FRENCH', 'fr'),)",The head of the UDC's deputation in the parliament calls for the vote NO on behalf of small businesses!
1188,En France comme en Suisse la construction de logements abordables hors d'un marché spéculatif fout être une priorité.,1,2017-02-01 15:22:20+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)","In France as in Switzerland, the construction of affordable housing outside a speculative market makes it a priority."
1189,Heureux d'apprendre que les pompiers de Zurich refusent la RIE3! Le service public est menacé. Le 12  votez NON!,6,2017-02-01 15:03:27+00:00,CarloSommaruga,"((0, 113, 'FRENCH', 'fr'),)",Happy to hear that the Zurich firefighters refuse the RIE3! The public service is under threat. The 12 vote NO!
1190,"Je ne sais pas combien de temps Trump restera au pouvoir, mais la division de la société américaine qu'il met en œuvre risque de durer!",1,2017-01-30 13:42:37+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)","I don't know how long Trump will remain in power, but the division of American society that he implements is likely to last!"
1191,"Pour disposer de logements abordables, il y a nécessité de sortir le + possible de logements des griffes de la spéculation. Oui à la L3PL !",0,2017-01-30 10:44:42+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)","In order to have affordable housing, it is necessary to remove the + possible housing from the claws of speculation. Yes to the L3PL!"
1192,"Bon, venant d'un démocrate-chrétien, ca donne à réfléchir !",6,2017-01-29 21:21:54+00:00,CarloSommaruga,"((0, 64, 'FRENCH', 'fr'),)","Well, coming from a Christian democrat, it gives us some thought!"
1193,"Qu'elle mauvaise foi quand elle pourfend les élites ! Millionnaire, membre du parlement et cadre à l'UBS !",1,2017-01-27 16:16:51+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)","Let her bad faith when she defends the elites! Millionaire, member of parliament and head of UBS!"
1194,Rapport parlementaire sur suspension de BODLUV: réelle évaluation ou plus attaque du complexe militaro-industriel ?,0,2017-01-27 13:44:42+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",Parliamentary report on BODLUV suspension: real evaluation or more attack on the military-industrial complex?
1195,"Le bras droit de l'ancien dictateur de Gambie, Ousman Sonko, a été arrêté. Reste à le juger avant tout renvoi !",2,2017-01-26 17:55:24+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)","The right-hand man of the former Gambian dictator, Ousman Sonko, was arrested. He remains to be judged before any dismissal!"
1196,Trump fait de la politique étrangère pour sa personne et non de la politique étrangère pour les USA! Rapide chaos international assuré!,0,2017-01-26 17:44:43+00:00,CarloSommaruga,"((0, 140, 'FRENCH', 'fr'),)",Trump makes foreign policy for his person and not foreign policy for the US! Fast international chaos assured!
1197,"En solidarité avec les femmes des USA, la coopération au développement suisse devrait suivre les Pays-Bas",7,2017-01-26 12:46:31+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)","In solidarity with US women, Swiss development cooperation should follow the Netherlands"
1198,"En Suisse, on fait fort! Non seulement les trains sont ponctuels, mais l'on avise de ne pas monter dans des trains qui n'existent pas!",4,2017-01-26 12:00:19+00:00,CarloSommaruga,"((0, 134, 'FRENCH', 'fr'),)","In Switzerland, we are strong! Not only are trains punctual, but we are warned not to get on trains that do not exist!"
1199,"En Colombie, la violence paramilitaire toujours dramatiquement présente. Le processus de paix doit être soutenu par toutes les démocraties.",12,2017-01-25 22:28:27+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)","In Colombia, paramilitary violence is still tragically present, and the peace process must be supported by all democracies."
1200,Au pays du parlement le plus ancien (XIIIème s.) c'était la moindre !,1,2017-01-25 13:03:43+00:00,CarloSommaruga,"((0, 71, 'FRENCH', 'fr'),)",In the country of the oldest parliament (XIII century) it was the least!
1201,Israël défie ONU et communauté internationale en approuvant 2500 nouveaux logements dans les colonies illégales. Reconnaissons la Palestine!,2,2017-01-24 13:46:05+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","Israel challenges the United Nations and the international community by approving 2,500 new housing units in illegal settlements."
1202,Le film d'animation Ma vie de courgette nommée aux OSCARS ! Bravo et on y crois jusqu'au bout !,2,2017-01-24 13:36:42+00:00,CarloSommaruga,"((0, 96, 'FRENCH', 'fr'),)",The animated film My life of zucchini named at the OSCARS! Bravo and we believe it to the end!
1203,RIE3: Les langues se délient. Après l'ancienne ministre des finances c'est l'ancien président des chefs cantonaux des finances qui critique!,0,2017-01-24 13:35:19+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)","RIE3: Languages untie. After the former finance minister, the former president of the cantonal chiefs of finance criticizes!"
1204,"TURQUIE : Collaboration judiciaire avec la Turquie pour outrage au chef de l’Etat turc

Voici la question que je...",0,2017-01-24 12:51:48+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",TURKEY: Judicial collaboration with Turkey for contempt of the Turkish Head of State Here's the question that I...
1205,«Le Parlement a toutefois été très loin dans sa volonté de soulager certaines entreprises.» Widmer-Schlumpf...,2,2017-01-24 09:07:01+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)","""However, Parliament has been very far away in its desire to relieve certain companies."" Widmer-Schlumpf..."
1206,Le magazine romand «L'Hebdo» disparaît ou lorsque la logique du profit l'emporte sur la diversité de la presse.,6,2017-01-23 11:51:20+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","The novel magazine ""L\'Hebdo"" disappears or when the logic of profit outweighs the diversity of the press."
1207,"""La RIE3 est déséquilibrée"" C'est Eveline Widmer-Schlumpf qui le dit! Le parlement a dénaturé le projet. Votez NON!",8,2017-01-23 08:18:05+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)","""The RIE3 is unbalanced"" It is Eveline Widmer-Schlumpf who says it! Parliament has distorted the project. Vote NO!"
1208,"ça doit pas être facile aux USA comme femme, étrangère et journaliste depuis qq jours !",1,2017-01-22 20:41:18+00:00,CarloSommaruga,"((0, 91, 'FRENCH', 'fr'),)","It must not be easy in the United States as a woman, a foreigner and a journalist for a few days!"
1209,Félicitations à  et que les socialistes - les vrais- se rassemblent derrière lui ! PrimairesGauche,5,2017-01-22 19:45:31+00:00,CarloSommaruga,"((0, 101, 'FRENCH', 'fr'),)",Congratulations to and that the socialists - the real ones - gather behind him! Primary Left
1210,Bonne nouvelle pour le renouveau socialiste en France et ailleurs!,2,2017-01-22 19:16:58+00:00,CarloSommaruga,"((0, 66, 'FRENCH', 'fr'),)",Good news for socialist renewal in France and elsewhere!
1211,Israël: construction de 566 logements à Jérusalem-Est. Vu cette arrogance l'Europe doit reconnaître la Palestine !,3,2017-01-22 18:30:32+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",Israel: construction of 566 housing units in East Jerusalem. Given this arrogance Europe must recognize Palestine!
1212,Profondément attristé par le décès de mon ami Daniel Vischer.Homme de gauche et esprit libre d'une grande rectitude.,4,2017-01-19 20:49:15+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)",Deeply saddened by the death of my friend Daniel Vischer.Left man and spirit free of great straightness.
1213,"Après l'Italie, la France avance sur la mise en place des couloirs humanitaires! À quand la Suisse ?",3,2017-01-19 09:35:00+00:00,CarloSommaruga,"((0, 102, 'FRENCH', 'fr'),)","After Italy, France is moving ahead on the establishment of humanitarian corridors! When do Switzerland?"
1214,Mozambique: Cessation de payements!  oublie de dire la cause: les dettes cachées conclues avec,0,2017-01-18 09:35:20+00:00,CarloSommaruga,"((0, 95, 'FRENCH', 'fr'),)",Mozambique: Cessation of payments! forget to say the cause: hidden debts concluded with
1215,"Myanmar: Aung San Suu Kyi méprise les valeurs fondant le prix Nobel de la paix dont elle est titulaire. Triste oui, révoltant certainement.",1,2017-01-18 09:26:05+00:00,CarloSommaruga,"((0, 141, 'FRENCH', 'fr'),)","Myanmar: Aung San Suu Kyi despises the values of which she holds the Nobel Peace Prize. Sad yes, certainly revolting."
1216,"Bravo  Cesla, extraordinaire résultat! Pierre-Yves, Nuria et toi: trio de choc pour une solide politique socialiste !",2,2017-01-14 16:38:29+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","Bravo Cesla, extraordinary result! Pierre-Yves, Nuria and you: shock trio for a solid socialist policy!"
1217,eh oui ! Le suspens est à son comble ! Vais-je ou non perdre ma voisine au conseil  national ?,2,2017-01-14 16:24:34+00:00,CarloSommaruga,"((0, 95, 'FRENCH', 'fr'),)","Yes, the suspense is at its peak! Will I or will I not lose my neighbor to the National Council?"
1218,Mais Menad a été très bon ! Il met clairement l'udc dans ses petits souliers.,2,2017-01-14 15:09:46+00:00,CarloSommaruga,"((0, 80, 'FRENCH', 'fr'),)",But Menad was very good! He clearly puts the udic in his little shoes.
1219,La mise en oeuvre des Accords de Dublin avec des renvois indiscriminés d'enfants et d0intollérables séparations...,0,2017-01-12 17:31:46+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",The implementation of the Dublin Agreements with indiscriminate dismissals of children and tollable separations...
1220,"Woaw ! Si David Cameron est le prochain Secétaire General de l'OTAN, il y a du souci pour l'Europe et la Suisse vu son flair politique!",0,2016-12-29 10:50:15+00:00,CarloSommaruga,"((0, 136, 'FRENCH', 'fr'),)","Woaw! If David Cameron is NATO's next Secretary General, there is concern for Europe and Switzerland because of his political flair!"
1221,ONU: Historique! Le Conseil de sécurité adopte une résolution réclamant l'arrêt de la colonisation israélienne. Il était temps !,7,2016-12-23 20:09:09+00:00,CarloSommaruga,"((0, 135, 'FRENCH', 'fr'),)",UN: History! The Security Council adopts a resolution calling for an end to Israeli colonization. It was time!
1222,La RIE III esrt un piège....et c'est un professeur d'économie qui le dit !,0,2016-12-21 14:42:02+00:00,CarloSommaruga,"((0, 76, 'FRENCH', 'fr'),)",IRE III is a trap... and it's a professor of economics who says so!
1223,"Sahara occidental: Belle victoire à la CJUE !

Ce 21 décembre 2016, la Cour de Justice de l'Union européenne...",0,2016-12-21 12:15:19+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)","Western Sahara: Great victory at the CJEU! On 21 December 2016, the Court of Justice of the European Union..."
1224,RDC: chronique d’un bain de sang annoncé !  UE et France peuvent obtenir de Kabila le respect la démocratie. Action !,1,2016-12-21 10:08:15+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)",DRC: a bloodbath chronicle announced! EU and France can get Kabila's respect for democracy. Action!
1225,"Dagun n’est pas expulsé par vol spécial ! Est-ce l’esprit de Noël ? Non, c’est la mobilisation de chacun !",4,2016-12-21 10:01:28+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","Dagun is not expelled by special robbery! Is it the spirit of Christmas? No, it's the mobilization of everyone!"
1226,Est-ce vraiment avec cette violence symbolique que l’on construit l’esprit de paix nécessaire à la solution à deux Etats,0,2016-12-21 09:36:14+00:00,CarloSommaruga,"((0, 127, 'FRENCH', 'fr'),)",Is it really with this symbolic violence that we build the spirit of peace necessary for the two-state solution?
1227,RIE III: Dire NON le 12 février c'est dire NON à une arnaque monumentale ! C'est dire NON au casse du siècle !,4,2016-12-19 15:23:06+00:00,CarloSommaruga,"((0, 113, 'FRENCH', 'fr'),)","RIE III: Say NO on February 12th, that is to say NO to a monumental scam! That is to say NO to the break of the century!"
1228,Qu’attend donc la Suisse qui se prévaut tant de sa tradition humanitaire pour ouvrir à son tour des couloirs humanitaires ?,3,2016-12-18 09:24:43+00:00,CarloSommaruga,"((0, 127, 'FRENCH', 'fr'),)","What, then, does Switzerland, which uses so much of its humanitarian tradition to open humanitarian corridors in its turn?"
1229,Ai vu! Il a même quitté le parlement et snobé les votes pour cela,0,2016-12-16 19:24:56+00:00,CarloSommaruga,"((0, 68, 'FRENCH', 'fr'),)",He even left the parliament and snobbled the votes for it.
1230,Assez surpris de cela ! Mes tweets doivent toucher un certain nombre de personnes! Tant mieux.,0,2016-12-16 19:06:29+00:00,CarloSommaruga,"((0, 94, 'FRENCH', 'fr'),)",Quite surprised about this! My tweets must touch a number of people! Good.
1231,"Malgré la claire condamnation du dernier attentat en Turquie par le parti non-violent pro-kurde HDP, 568 de ces élus et militants arrêtés !",2,2016-12-16 16:03:10+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)","Despite the clear condemnation of the last attack in Turkey by the non-violent pro-Kurdish party HDP, 568 of those elected and militants arrested!"
1232,"En Suisse: Forte baisse du nombre de jeunes prévenus d'une infraction de violence. En 2014, 44% de moins qu'en 2009!",0,2016-12-16 15:51:25+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)","In Switzerland: A sharp decrease in the number of young people accused of a violent offence. In 2014, 44% less than in 2009!"
1233,Secret de l’avocat: c’est le prochain enjeu posé par le GAFI  Je demande d’agir depuis 2015 !,0,2016-12-13 19:01:48+00:00,CarloSommaruga,"((0, 100, 'FRENCH', 'fr'),)",Secret of the lawyer: this is the next challenge posed by the FATF I ask to act since 2015!
1234,Les coupes budgétaires démentes contre la Revue suisse soutenues par  ont été rejetées par le parlement,4,2016-12-13 07:58:22+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)",The defiant budget cuts against the Swiss magazine supported by the parliament were rejected
1235,"C'est plutôt le Tribunal qui botte les fesses du MPC pour qu'il se bouge ! À ne pas vouloir prendre de risque, le MPC ne bouge plus !",1,2016-12-09 20:46:32+00:00,CarloSommaruga,"((0, 135, 'FRENCH', 'fr'),)","Rather, it is the Tribunal that kicks the MPC's buttocks so that it moves! Don't want to take any risk, the MPC doesn't move anymore!"
1236,L'UDC annonce (menace?) une future initiative pour mettre fin à la  libre circulation des personnes! Mais faites-le! Le peuple clarifiera!,6,2016-12-08 11:12:47+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)",The UDC announces (threat?) a future initiative to end the free movement of people! But do it! The people will clarify!
1237,Un nouveau duo à la tête de la rédaction du Courrier. Bonne route et bravo pour avoir relevé le défi,1,2016-12-02 07:11:33+00:00,CarloSommaruga,"((0, 105, 'FRENCH', 'fr'),)",A new duo at the head of the editor of the Courier. Good road and bravo for having taken up the challenge
1238,Ecco la proposta di  per vice-presidenza del Consiglio nazionale sostenuta da tutti i gruppi politici,5,2016-11-28 14:06:22+00:00,CarloSommaruga,"((0, 101, 'ITALIAN', 'it'),)",This is the proposal for a vice-president of the National Council supported by all political groups.
1239,dire qu'une ville vivante l'est par la consommation c'est un signe d'aliénation certaine. culture vivre ensemble,1,2016-11-28 13:40:04+00:00,CarloSommaruga,"((0, 113, 'FRENCH', 'fr'),)",to say that a living city is by consumption it is a sign of certain alienation. culture living together
1240,"Bizzarre, bizzarre....le link aboutit à une erreur 404 ! La prochaine déclaration c'est erreur 405!",1,2016-11-28 11:02:53+00:00,CarloSommaruga,"((0, 101, 'FRENCH', 'fr'),)","Bizzarre, bizzarre....the link leads to an error 404! The next statement is error 405!"
1241,Si le projet du Maire de Genève est de faire de sa ville un grand supermarché sans respect des conditions sociales.Merci la carte de visite!,1,2016-11-28 09:56:40+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)",If the Mayor of Geneva's project is to make his city a big supermarket without respecting social conditions.Thank you for the business card!
1242,"Pour les nuitées des hôteliers, il   suffirait qu'ils se mobilisent efficacement contre l'ubérisation du marché. airBnb",1,2016-11-28 09:21:44+00:00,CarloSommaruga,"((0, 123, 'FRENCH', 'fr'),)","For hoteliers' overnight stays, it would be enough for them to mobilize effectively against the uberisation of the market. airBnb"
1243,Me réjouis de travailler à nouveau avec toi au Conseil national.,2,2016-11-27 18:52:01+00:00,CarloSommaruga,"((0, 66, 'FRENCH', 'fr'),)",I look forward to working with you again at the National Council.
1244,c'est le PLR qui se prend une claque. Il était contre initiative et contreprojet !,0,2016-11-27 16:32:15+00:00,CarloSommaruga,"((0, 83, 'FRENCH', 'fr'),)",It's the PLR that's slamming itself. It was against initiative and counterproject!
1245,Quelle claque ? Le peuple a décidé de soumettre ouverture les dimanches à une convention collective étendue négociée par partenaires sociaux,3,2016-11-27 15:31:01+00:00,CarloSommaruga,"((0, 146, 'FRENCH', 'fr'),)",The people decided to open Sundays to an extensive collective agreement negotiated by the social partners.
1246,Droite nationaliste-Le Pen; Droite libérale-Fillon; Gauche de rupture-Mélenchon; La Gauche réformiste saura-t-elle clarifier son leadership?,0,2016-11-26 18:37:03+00:00,CarloSommaruga,"((0, 143, 'FRENCH', 'fr'),)",Nationalist right-Le Pen; Liberal right-Fillon; Left of rupture-Mélenchon; Will the Reform Left clarify its leadership?
1247,L'Histoire t'absoudra! Ton peuple te célébrera! Les socialistes te regretteront! Le Che te sourira! Adiós Comandante !,6,2016-11-26 10:10:48+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)",History will absolve you! Your people will celebrate you! Socialists will regret you! Che will smile at you! Adiós Comandante!
1248,"Hommage à Maria-Anna Hutter, Sautier du Grand-Conseil genevois, pour son départ à la retraite après 17 ans d'engagement pour la République.",1,2016-11-25 18:18:30+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","Tribute to Maria-Anna Hutter, Sautier of the Geneva Grand Council, for his retirement after 17 years of engagement for the Republic."
1249,"et femmes: soutenir l'équipe nationale de foot féminin, c'est plus simple que 50% d'administratrices !",0,2016-11-24 08:12:15+00:00,CarloSommaruga,"((0, 104, 'FRENCH', 'fr'),)",and women: supporting the national women's football team is simpler than 50% of women's administrators!
1250,Naturalisation de la 3ème génération: «On est très loin d'un bradage de nationalité». Juste combat d',5,2016-11-22 15:03:25+00:00,CarloSommaruga,"((0, 108, 'FRENCH', 'fr'),)",Naturalization of the 3rd generation: «We are very far from a national radage». Just combat of the 3rd generation.
1251,"Le  escamote le débat sur CETA, l'on tente d'empêcher la saisie de la CJUE puis l'on s'étonne de la montée des populismes...,",1,2016-11-22 13:24:57+00:00,CarloSommaruga,"((0, 129, 'FRENCH', 'fr'),)","The debate on CETA, we try to prevent the seizure of the CJEU and then we are surprised at the rise of populism...,"
1252,Socialistes européens pour suspension des pourparlers d'adhésion de la Turquie vu la situation actuelle d'autoritarisme et de répression!,4,2016-11-22 13:15:56+00:00,CarloSommaruga,"((0, 140, 'FRENCH', 'fr'),)",European Socialists for suspension of Turkey's accession talks in view of the current situation of authoritarianism and repression!
1253,"La mobilisation doit être immédiate contre la banalisation de l'antisémitisme, le racisme et la xénophobie que libère l'élection de Trump!",4,2016-11-22 13:06:32+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)","The mobilization must be immediate against the trivialization of anti-Semitism, racism and xenophobia that Trump's election frees!"
1254,Le sexisme ordinaire et détestable. Un set de table que l'on vous impose à midi pour choisir...une boisson évidemment,2,2016-11-22 12:43:40+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)",The ordinary and detestable sexism. A set of table that you are required to choose at noon... a drink of course.
