Unnamed: 0,tweets,likes,time,politician_id,language,translated_tweets
2672,"Des logements abordables pour lutter contre la pauvreté

Un rapport de l’Office fédéral de la statistique publié...",0,2016-11-01 21:57:44+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)",[{'translation_text': 'Affordable housing to combat poverty A report by the Federal Statistical Office published in...'}]
2673,Ah bon ? Il assure la protection juridique à tous les marocains à l'étranger ? Même les plus humbles injustement accusés ?,1,2016-11-01 18:02:04+00:00,CarloSommaruga,"((0, 127, 'FRENCH', 'fr'),)","[{'translation_text': 'He provides legal protection to all Moroccans abroad, even the humblest unjustly accused?'}]"
2674,Ich denke sie müssen zu ihrer Wurst Produktion  zurückkehren. Da sind sie sicher der Beste ! Sie wissen gar nichts von mir !,0,2016-11-01 17:46:03+00:00,CarloSommaruga,"((0, 126, 'GERMAN', 'de'),)",[{'translation_text': 'I think they have to return to their sausage production. There they are certainly the best ! You know nothing about me !'}]
2675,"Seien Sie ernsthaft, keine Pirouetten! Sie klagen mich an, zu beschönigen, Sie müssen Beweise liefern, sonst: Gossenjournalismus!",0,2016-11-01 17:37:23+00:00,CarloSommaruga,"((0, 131, 'GERMAN', 'de'),)","[{'translation_text': 'Be serious, not pirouettes! They accuse me of beautifying, you must provide evidence, otherwise: Gossing journalism!'}]"
2676,Geben Sie nur ein Zitat mit genauen Referenzen anstatt  Unterstellungen!,0,2016-11-01 16:49:58+00:00,CarloSommaruga,"((0, 72, 'GERMAN', 'de'),)",[{'translation_text': 'Give only one quote with exact references instead of insinuations!'}]
2677,"Wer hat vergessen? Anscheinend Sie! Ich habe nochmals in der APK erinnert, wie die Zivilgesellschaft es seit langem denunziert.",0,2016-11-01 11:49:25+00:00,CarloSommaruga,"((0, 127, 'GERMAN', 'de'),)",[{'translation_text': 'Apparently you! I once again remembered in the APK how civil society has denounced it for a long time.'}]
2678,"Wenn man jemand kritisiert, sollte man mind. korrekte Informationen geben.  verwechselt bereits FDP und SVP NR. Total Unglaubwürdig !",1,2016-11-01 10:19:47+00:00,CarloSommaruga,"((0, 134, 'GERMAN', 'de'),)","[{'translation_text': 'If you criticize someone, you should give at least correct information. already confuses FDP and SVP NR. Totally unbelievable !'}]"
2679,Vote électronique de haut standard exploitable immédiatement par tous les cantons CHvote.ch,2,2016-10-27 17:46:05+00:00,CarloSommaruga,"((0, 93, 'FRENCH', 'fr'),)",[{'translation_text': 'High standard electronic vote immediately exploitable by all the cantons CHvote.ch'}]
2680,"En Turquie, des détenus seraient torturés après le putsch avorté. L'UE et la Suisse doivent-elles tout accepter ?",5,2016-10-25 22:42:11+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","[{'translation_text': 'In Turkey, detainees are reportedly tortured after the aborted coup. Do the EU and Switzerland have to accept everything?'}]"
2682,Mise au pas des institutions démocratiques et persécutions des élus kurdes en Turquie se poursuivent sans relâche! Et le monde se tait....,2,2016-10-25 21:42:59+00:00,CarloSommaruga,"((0, 142, 'FRENCH', 'fr'),)",[{'translation_text': 'Impossing democratic institutions and persecutions of Kurdish elected officials in Turkey continue unabated! And the world is silent....'}]
2687,Todos en Ginevra por el Foro international de victimas,0,2016-10-22 23:42:24+00:00,CarloSommaruga,"((0, 54, 'Unknown', 'un'),)",NA
2688,"New York durcit la loi sur la location de logements en ligne. Enfin, les intérêts de la population locale défendus!",2,2016-10-21 22:53:34+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","[{'translation_text': 'New York is hardening the law on online housing rental. Finally, the interests of the local population defended!'}]"
2691,Voici un exemple parlant du pourquoi l'initiative populaire  de l'ASLOCA a rencontré un tel succès!,2,2016-10-18 19:02:44+00:00,CarloSommaruga,"((0, 101, 'FRENCH', 'fr'),)","[{'translation_text': ""Here is an example of why ASLOCA's popular initiative has been so successful!""}]"
2692,L'initiative pour des loyers abordables déposée avec six mois d'avance. Les locataires suisses en ordre de bataille!,2,2016-10-18 12:02:38+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",[{'translation_text': 'The initiative for affordable rents deposited six months in advance. Swiss tenants in order of battle!'}]
2693,Pour davantage de logements abordables ! Dépôt de l'initiative de l'ASLOCA Suisse avec 125'000 signatures. Une...,2,2016-10-18 11:16:15+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","[{'translation_text': ""For more affordable housing! Deposit of the initiative of ASLOCA Switzerland with 125'000 signatures. A...""}]"
2694,La Suisse parmi les possibles manipulateurs de devise...selon une liste manipulée par les USA ! Qui manipule qui ?,2,2016-10-17 15:49:55+00:00,CarloSommaruga,"((0, 115, 'Unknown', 'un'),)",NA
2696,Je salue  ! Avec elle c’est plus de 7000 abonnés qui suivent mes tweets. Merci!,1,2016-10-17 09:01:57+00:00,CarloSommaruga,"((0, 82, 'FRENCH', 'fr'),)","[{'translation_text': 'I salute! With her there are more than 7,000 followers who follow my tweets. Thank you!'}]"
2699,A quand le evoting pour ces citoyens et citoyennes suisses ?,0,2016-10-13 19:02:16+00:00,CarloSommaruga,"((0, 60, 'FRENCH', 'fr'),)","[{'translation_text': ""When's the vote for these Swiss citizens?""}]"
2701,L'ingérence de la Turquie en Irak est bien plus source de tension que d'apaisement !,3,2016-10-13 01:36:21+00:00,CarloSommaruga,"((0, 85, 'FRENCH', 'fr'),)","[{'translation_text': ""Turkey's interference in Iraq is much more a source of tension than of appeasement!""}]"
2702,"La mobilisation contre TISA et TTIP doit s'intensifier si l'on ne veut pas perdre nos services publics La poste,...",1,2016-10-12 23:54:41+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)",[{'translation_text': 'Mobilization against TISA and TTIP must intensify if we do not want to lose our public services.'}]
2703,c'est intéressant. Moi j'ai rien reçu. Et en plus vous oubliez de publier la page 5/5.....,1,2016-10-12 19:33:47+00:00,CarloSommaruga,"((0, 92, 'FRENCH', 'fr'),)","[{'translation_text': ""I didn't get anything, and besides, you forget to publish page 5/5.....""}]"
2708,"Vernissage du guide ""Les droits des personnes en détention provisoire à la prison de Champ-Dollon"" LawClinic Genève",2,2016-10-11 18:43:44+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","[{'translation_text': 'Opening of the guide ""The rights of persons in pre-trial detention at Champ-Dollon prison"" LawClinic Geneva'}]"
2709,"Intervention de la fille de Ilham Tohti, militant ouïghour, détenu en Chine, lors de la cérémonie MartinEnnalsAward,",1,2016-10-11 17:42:51+00:00,CarloSommaruga,"((0, 120, 'Unknown', 'un'),)",NA
2710,Intervention du Haut Commissaire aux droits de l'Homme à la cérémonie des MartinEnnalsAward à Genève,1,2016-10-11 17:16:06+00:00,CarloSommaruga,"((0, 105, 'FRENCH', 'fr'),)",[{'translation_text': 'Statement by the High Commissioner for Human Rights at the MartinEnnalsAward ceremony in Geneva'}]
2711,Cérémonie des Martin Ennals Award à Genève. Intervention d'un des membres du zone9bloggers nominés pour le prix.,1,2016-10-11 16:54:04+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",[{'translation_text': 'Martin Ennals Award ceremony in Geneva. Intervention by one of the members of zone9bloggers nominated for the prize.'}]
2712,"Mais c'est la présence de PLR dans comité qui est problématique. Peu importe si c'est 1, 2 ou plus nucléocrates!",0,2016-10-11 08:00:32+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)","[{'translation_text': ""But it is the presence of PLR in the committee that is problematic. It doesn't matter if it's 1, 2 or more nucleocrates!""}]"
2713,Peuh!  très remonté contre Christoph Blocher! En même temps le CN  fricote avec lui! Gulp!,2,2016-10-11 06:51:40+00:00,CarloSommaruga,"((0, 93, 'FRENCH', 'fr'),)",[{'translation_text': 'Peuph! very uplifted against Christoph Blocher! At the same time CN squanders with him! Gulp!'}]
2715,Bonne session !,0,2016-10-10 10:37:35+00:00,CarloSommaruga,"((0, 15, 'Unknown', 'un'),)",NA
2718,Mobilisation NoTiSA noTTIP sur la place fédérale à Berne. Le refus de la dictature légale des multinationales!,8,2016-10-08 13:33:09+00:00,CarloSommaruga,"((0, 114, 'Unknown', 'un'),)",NA
2720,"Mitterand était bien ""Checchino"" le petit François mais non un sniper italien ""cecchino"", sauf peut-être en matière de cœur",0,2016-10-07 17:08:59+00:00,CarloSommaruga,"((0, 128, 'FRENCH', 'fr'),)","[{'translation_text': 'Mitterand was ""Checchino"" the little François but not an Italian sniper ""cecchino"", except perhaps in matters of heart'}]"
2721,"L'ONU, le monde et les peuples ont tout à gagner de sa nomination.",1,2016-10-07 15:37:15+00:00,CarloSommaruga,"((0, 67, 'FRENCH', 'fr'),)","[{'translation_text': 'The United Nations, the world and the peoples have everything to gain from its appointment.'}]"
2722,Le PG de la Confédération s'est fait conseiller pendant 4 ans par l'ancien chef des services secrets ! Glups!,1,2016-10-06 15:58:09+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)",[{'translation_text': 'The PG of Confederation was advised for 4 years by the former head of the Secret Service! Glups!'}]
2724,ONU : le Conseil de sécurité choisit Antonio Guterres. Un choix de grande sagesse et qualité.,1,2016-10-06 15:34:17+00:00,CarloSommaruga,"((0, 96, 'FRENCH', 'fr'),)",[{'translation_text': 'UN: The Security Council chooses Antonio Guterres. A choice of great wisdom and quality.'}]
2725,Le DFAE ouvre le guichet en ligne pour les Suisse-sse-s de l’étranger. L’aboutissement d’un long engagement.,0,2016-10-06 14:29:18+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)",[{'translation_text': 'The DFAE is opening the online window for Swiss citizens from abroad. The result is a long commitment.'}]
2726,Finalement une voix avec du bon sens pour sauver les vies de civils !,1,2016-10-06 12:11:33+00:00,CarloSommaruga,"((0, 69, 'FRENCH', 'fr'),)",[{'translation_text': 'Finally a voice with common sense to save the lives of civilians!'}]
2727,Appui financier de l'Entraide protestante suisse  aux couloirshumanitaires mis en place en Italie!,2,2016-10-06 06:22:40+00:00,CarloSommaruga,"((0, 98, 'FRENCH', 'fr'),)",[{'translation_text': 'Financial support from the Swiss Protestant Entraide to the humanitarian corridors set up in Italy!'}]
2731,SíPorque no hay otra vía que la paz para construir una democracia política y económica inclusiva y durable!,6,2016-10-02 15:17:26+00:00,CarloSommaruga,"((0, 111, 'SPANISH', 'es'),)",NA
2736,Ex-patron du renseignement intérieur français en garde à vue  ! On espère que SRC avec LRens ne connaitra jamais ça,1,2016-09-26 16:36:20+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)",[{'translation_text': 'We hope that CBC with LRens will never know that.'}]
2738,"Pour protéger le budget des familles des classes moyennes, il faut plafonner les primes des caisses-maladie. C'est ce que propose le PS.",1,2016-09-26 11:26:43+00:00,CarloSommaruga,"((0, 137, 'FRENCH', 'fr'),)","[{'translation_text': 'In order to protect the budget of families in the middle classes, the premiums of health funds must be capped, which is what the PS proposes.'}]"
2740,Les classes moyennes écrasées par les primes des caisses maladie. Nécessité de mettre fin au profit dans la santé.,0,2016-09-26 11:17:01+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",[{'translation_text': 'The middle classes crushed by the premiums of the sickness funds. Need to put an end to the profit in health.'}]
2742,Journée sans voiture: La convivialité au cœur de Genève sur le Pont du Mont-Blanc.,3,2016-09-25 13:28:10+00:00,CarloSommaruga,"((0, 86, 'FRENCH', 'fr'),)",[{'translation_text': 'Car-free day: Conviviality in the heart of Geneva on the Pont du Mont-Blanc.'}]
2743,Mobilisacion por el SI a La Paz en Colombia hasta Ginebra en Suiza.  SiALaPaz,0,2016-09-25 12:49:19+00:00,CarloSommaruga,"((0, 77, 'SPANISH', 'es'),)",NA
2744,Bâle: Seulement 55% de OUI à la LRens. Genève 62% . La différence ? Un chef du DJP valant 7% !,0,2016-09-25 11:17:14+00:00,CarloSommaruga,"((0, 98, 'FRENCH', 'fr'),)",[{'translation_text': 'Basel: Only 55% of YES at LRens. Geneva 62% . The difference ? A DJP leader worth 7% !'}]
2746,"Genève: OUI à AVSplus  et econimieverte: une majorité de citoyennes et citoyens avec un regard lucide, solidaire et progressiste. CHVote",9,2016-09-25 11:02:55+00:00,CarloSommaruga,"((0, 139, 'FRENCH', 'fr'),)","[{'translation_text': 'Geneva: YES to AVSplus and econimieverte: a majority of citizens with a lucid, supportive and progressive look. CHVote'}]"
2747,1 Suisse sur 3 dit NON à l’extension des pouvoirs services de renseignements. Au SRC de démontrer qu’il sait rester dans les clous. CHVote,4,2016-09-25 10:57:57+00:00,CarloSommaruga,"((0, 144, 'FRENCH', 'fr'),)",[{'translation_text': '1 in 3 Switzerland says NO to the extension of intelligence services powers. The CBC demonstrates that it knows how to stay in the nails. CHVote'}]
2748,Royaume-Uni : Jeremy Corbyn réélu à la tête du parti travailliste. Bravo  !From Switzerland with you !,1,2016-09-24 11:01:25+00:00,CarloSommaruga,"((0, 107, 'Unknown', 'un'),)",NA
2749,Votations: petite participation à Genève. Il est encore temps de voter demain matin OUI à AVS+ et NON à la LRens !,3,2016-09-24 10:20:30+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",[{'translation_text': 'Votes: small participation in Geneva. It is still time to vote in the morning YES at AVS+ and NO at LRens!'}]
2750,Plus de 7500 personnes sous le seuil de pauvreté. Le rapport montre qu'une des causes sont les loyers trop chers,2,2016-09-24 10:13:53+00:00,CarloSommaruga,"((0, 113, 'FRENCH', 'fr'),)","[{'translation_text': 'More than 7,500 people below the poverty line. The report shows that one of the causes is too expensive rents.'}]"
2751,"Une locataire gagne au TF, son loyer est divisé par trois. Avec  chacun valoir ses droits!",2,2016-09-24 09:55:57+00:00,CarloSommaruga,"((0, 91, 'FRENCH', 'fr'),)","[{'translation_text': 'A tenant wins at the TF, his rent is divided by three. With each claim his rights!'}]"
2756,UBS et CS championnes des sociétés offshores  L’interdiction des hooshores s’impose,0,2016-09-22 06:02:46+00:00,CarloSommaruga,"((0, 89, 'FRENCH', 'fr'),)",[{'translation_text': 'UBS and CS offshore company champions The ban on hooshores imposes'}]
2758,Le PLR  incapable de soutenir les bilatérales et l'emploi.Jamais avec la majorité lors du débat d'application 121a cst. fed,4,2016-09-21 18:58:42+00:00,CarloSommaruga,"((0, 126, 'FRENCH', 'fr'),)",[{'translation_text': 'The PLR is unable to support bilaterals and employment.Never with the majority in the implementation debate 121a cst. fed'}]
2759,"Réfugiés vulnérables: Berne pense au secteur privé, mais le CF refuse pour le moment des couloirs humanitaires.",0,2016-09-19 20:15:05+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","[{'translation_text': 'Vulnerable refugees: Bern thinks of the private sector, but the CF refuses for the time being humanitarian corridors.'}]"
2760,CF autorise pour Fribourg le système e-voting de La Poste. Souveraineté piétinée: logiciels de vote sont étrangers,1,2016-09-16 13:45:05+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",[{'translation_text': 'CF allows Fribourg the e-voting system of La Poste. Sovereignty trampled: voting software are foreign'}]
2761,Philippe Rebord dirigera l'Armée suisse  . Un regard romand qui affaiblira le copinage militaire alémanique,1,2016-09-16 12:16:25+00:00,CarloSommaruga,"((0, 109, 'FRENCH', 'fr'),)",[{'translation_text': 'Philippe Revord will lead the Swiss Army . A romand look that will weaken the German military copying'}]
2763,TTIP:Majorité de droite au parlement suisse refuse toute transparence en matière de négociations!Le lobby des multinationales est sans fin,9,2016-09-14 16:53:57+00:00,CarloSommaruga,"((0, 141, 'FRENCH', 'fr'),)",[{'translation_text': 'TTIP:Right-wing magority in the Swiss parliament refuses any transparency in negotiations!The multinational lobby is endless'}]
2764,Korruption hat Dilma Roussef gar nicht gemacht! Niemand hat dass in Brasilien behaupt! Sich informieren bitte,1,2016-08-31 19:13:53+00:00,CarloSommaruga,"((0, 109, 'GERMAN', 'de'),)",[{'translation_text': 'Corruption has not done Dilma Roussef at all! No one has claimed that in Brazil! Please inform'}]
2765,Niederlage für die Würdigkeit der Schweiz wenn ein rassistischer Forscher klettert einem Berg und gibt einfach seine Name,0,2016-08-26 11:07:42+00:00,CarloSommaruga,"((0, 123, 'GERMAN', 'de'),)",[{'translation_text': 'Defeat for the dignity of Switzerland when a racist researcher climbs a mountain and just gives his name'}]
2766,Merci à Edwy Plenel de  pour cette excellente réflexion sur le vêtement dans l'espace public et qui...,2,2016-08-20 13:47:22+00:00,CarloSommaruga,"((0, 105, 'FRENCH', 'fr'),)",[{'translation_text': 'Thanks to Edwy Plenel for this excellent reflection on clothing in the public space that...'}]
2767,Christian Levrat fait le point sur une rentrée politique mouvementée pour le PS  Oui il a raison chacun dans son rôle,0,2016-08-17 19:17:13+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)","[{'translation_text': ""Christian Levrat takes stock of a turbulent political re-entry for the PS Yes he's right everyone in his role""}]"
2768,La Francia come l’Arabia saudita: Leggi votate da organi maggiormente maschili sul vestire delle donne !,3,2016-08-17 14:09:05+00:00,CarloSommaruga,"((0, 106, 'ITALIAN', 'it'),)",[{'translation_text': 'France as Saudi Arabia: Laws voted by more masculine organs on the dress of women !'}]
2769,"Désordre hypothétique  via  
Parfaitement d’accord: désordre intellectuel réel et désordre social hypothétique !",0,2016-08-17 14:04:41+00:00,CarloSommaruga,"((0, 120, 'FRENCH', 'fr'),)",[{'translation_text': 'Hypothetical disorder via Perfectly agreed: real intellectual disorder and hypothetical social disorder!'}]
2770,La France transforme le principe de laïcité de l’Etat en un instrument de discrimination religieuse!,6,2016-08-17 12:09:21+00:00,CarloSommaruga,"((0, 104, 'Unknown', 'un'),)",NA
2771,Merci à tous ceux qui soutiennent ma plainte pénale contre l'UDC Andreas Glarner pour propos alarmant la population!,5,2016-08-15 09:17:39+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",[{'translation_text': 'Thank you to all those who support my criminal complaint against UDC Andreas Glarner for alarmingly speaking the population!'}]
2772,"Contre la stratégie de la haine et de la peur, j'ai déposé plainte pénale contre Andreas Glarner, conseiller...",6,2016-08-14 18:47:34+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)","[{'translation_text': 'Against the strategy of hatred and fear, I filed a criminal complaint against Andreas Glarner, counselor...'}]"
2775,La base du Labour consolide la position de  dans  Dire que certains voulaient l'éjecter!,0,2016-08-08 18:08:03+00:00,CarloSommaruga,"((0, 89, 'FRENCH', 'fr'),)",[{'translation_text': 'The basis of the Labour consolidates the position of in Saying that some wanted to eject it!'}]
2778,La campagne BDS - Boycott - Désinvestissement - Sanctions - contre Israël pour amener le gouvernement de ce pays...,5,2016-08-08 13:50:07+00:00,CarloSommaruga,"((0, 117, 'FRENCH', 'fr'),)",[{'translation_text': 'The BDS campaign - Boycott - Disinvestment - Sanctions - against Israel to bring the government of this country...'}]
2779,"Dans le cadre des Objectifs du développement durable SDG, il faut mettre en œuvre l'objectif du Trail décent ici...",0,2016-08-07 12:23:00+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","[{'translation_text': 'Within the framework of the SDG Sustainable Development Goals, we must implement the objective of the decent trail here...'}]"
2781,"Ce situation humainement scandaleuse ne saurait durer. chaque individu à droit à un traitement digne, respectueux...",0,2016-08-06 15:05:56+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)","[{'translation_text': 'This humanly scandalous situation cannot last. Every individual has the right to a dignified, respectful treatment...'}]"
2782,Université d'été du  à Chandolin. Convivialité entre camarades et réflexion sur notre action et les grands sujets du moment.,2,2016-08-05 16:06:19+00:00,CarloSommaruga,"((0, 130, 'FRENCH', 'fr'),)",[{'translation_text': 'Summer University of Chandolin. Conviviality between comrades and reflection on our action and the great subjects of the moment.'}]
2783,Après on s'étonne de la révolte des Palestiniens! Le temps est venu de changer d'attitude vis à vis d'Israël!,5,2016-08-03 21:48:16+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)",[{'translation_text': 'Then we are surprised at the revolt of the Palestinians! The time has come to change our attitude towards Israel!'}]
2784,J’ai publié une nouvelle photo sur Facebook,0,2016-08-01 17:18:41+00:00,CarloSommaruga,"((0, 46, 'FRENCH', 'fr'),)",[{'translation_text': 'I posted a new photo on Facebook'}]
2791,Correct. Mais ici c'est une réaction dans presse à une déclaration de la personne nommée. Donc pas de problème.,0,2016-07-18 11:39:24+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)","[{'translation_text': 'But this is a reaction in the press to a statement from the named person, so no problem.'}]"
2792,«Pierre Maudet voudrait faire de tous les policiers des Rambo! Ce n’est pas réaliste!»: ma réaction dans la...,0,2016-07-18 07:23:31+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)","[{'translation_text': '""Pierre Maudet would like to make all the Rambo policemen! It\'s not realistic!"": my reaction in the...'}]"
2796,Voilà pourquoi il faut des couloirs humantaires,1,2016-07-15 10:24:49+00:00,CarloSommaruga,"((0, 48, 'FRENCH', 'fr'),)","[{'translation_text': ""That's why we need humantary corridors.""}]"
2798,Suisse: 2% de la population possèdent autant que les 98% restants! Une autre politique - plus juste - est possible.,2,2016-07-13 09:11:26+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)",[{'translation_text': 'Switzerland: 2% of the population own as much as the remaining 98%! Another policy - fairer - is possible.'}]
2799,quel visionnaire !,0,2016-07-11 21:08:47+00:00,CarloSommaruga,"((0, 18, 'Unknown', 'un'),)",NA
2801,Jeremy Corbyn Labour toujours! Lutte anti-austérité et engagement pour justice sociale: la base est avec lui!,1,2016-07-11 17:37:53+00:00,CarloSommaruga,"((0, 111, 'FRENCH', 'fr'),)",[{'translation_text': 'Jeremy Corbyn Labour always! Anti-Austerity Struggle and Commitment to Social Justice: The Base Is With It!'}]
2804,La justice donne tort à Philip Morris contre l'Uruguay: Victoire des politiques publiques    contre loi du profit !,3,2016-07-09 12:33:35+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)",[{'translation_text': 'Justice harms Philip Morris against Uruguay: Victory of Public Policies Against the Law of Profit!'}]
2806,"À Genève, la lutte contre la spéculation immobilière a encore gagné! Ma chronique parue dans la  du 30 juin",2,2016-07-04 10:55:25+00:00,CarloSommaruga,"((0, 112, 'FRENCH', 'fr'),)","[{'translation_text': 'In Geneva, the fight against real estate speculation has won again! My column published in the June 30th'}]"
2807,En anglais ça parait plus clair qu'en suisse-allemand udéciste !,2,2016-07-04 09:01:58+00:00,CarloSommaruga,"((0, 66, 'FRENCH', 'fr'),)",[{'translation_text': 'In English it seems clearer than in Swiss-German udecist!'}]
2809,Un engagement social et politique de femmes et d’hommes péruviens qui s’explique tout seul!,2,2016-07-03 15:15:11+00:00,CarloSommaruga,"((0, 96, 'FRENCH', 'fr'),)",[{'translation_text': 'A social and political commitment of Peruvian women and men that is explained by itself!'}]
2811,"Référendum RIE3: 100 signatures collectées aux Pâquis ce matin! Et toi, tu as signé ? Pas encore ? Alors va-y:",2,2016-07-02 11:42:52+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)",[{'translation_text': 'RIE3 referendum: 100 signatures collected from the Pâquis this morning! And you have signed? Not yet? So go ahead:'}]
2812,Et dire que ceux qui défendaient le RBI en raison de cette hémorragie d'emplois étaient vilipendés! On y reviendra!,3,2016-07-02 07:43:28+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)",[{'translation_text': 'And to say that those who defended the RBI because of this haemorrhage of jobs were vilified! We will return!'}]
2814,«La Suisse doit son excellence aux étrangers» Bravo  pour cette prise de position très convaincante !,3,2016-07-01 16:58:14+00:00,CarloSommaruga,"((0, 105, 'FRENCH', 'fr'),)","[{'translation_text': '""Switzerland owes its excellence to foreigners"" Bravo for this very convincing stance!'}]"
2818,Couloirs humanitaires: Une idée issue de l'engagement des communautés chrétiennes en Italie pour faire face au...,1,2016-06-30 07:51:18+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)",[{'translation_text': 'Humanitarian Corridors: An idea stemming from the commitment of Christian communities in Italy to deal with the...'}]
2819,Motion parlementaire | Asile: Pour des couloirs humanitaires. Une idée qui fait son chemin en Europe et en Suisse.,0,2016-06-30 07:41:40+00:00,CarloSommaruga,"((0, 116, 'FRENCH', 'fr'),)",[{'translation_text': 'Parliamentary Motion: Asylum: For humanitarian corridors. An idea that makes its way in Europe and Switzerland.'}]
2823,La diplomatie parlementaire est essentielle de nos jours. J'espère que le message à nos collègues européens a passé.,0,2016-06-29 17:06:37+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)","[{'translation_text': 'Parliamentary diplomacy is essential today, and I hope that the message to our European colleagues has passed.'}]"
2825,"Cameron à Corbyn « Pour l’amour du ciel, mon dieux, partez! » Corbyn ne vous s'inclinez pas devant les caciques !",0,2016-06-29 13:34:46+00:00,CarloSommaruga,"((0, 121, 'FRENCH', 'fr'),)","[{'translation_text': 'Cameron to Corbyn ""For the love of heaven, my gods, go!"" Corbyn do not bow to the caciques!'}]"
2827,Ach! Cette presse libérale qui sait toujours mieux que les socialistes ce qui est bon pour eux.,1,2016-06-28 22:27:41+00:00,CarloSommaruga,"((0, 96, 'FRENCH', 'fr'),)",[{'translation_text': 'Ach! This liberal press that always knows better than the socialists what is good for them.'}]
2829,Les jeunes diplômés anglais en rel. int. peuvent se frotter les mains. Le brexit va multiplier les négociations!,1,2016-06-28 12:47:05+00:00,CarloSommaruga,"((0, 115, 'FRENCH', 'fr'),)",[{'translation_text': 'Young English graduates in int. rel. can rub their hands. Brexit will multiply negotiations!'}]
2830,Airbnb agit contre la ville de San Francisco pour avoir introduit une régulation afin de protéger le marché local !,0,2016-06-28 11:44:42+00:00,CarloSommaruga,"((0, 118, 'FRENCH', 'fr'),)",[{'translation_text': 'Airbnb acts against the city of San Francisco for introducing regulations to protect the local market!'}]
2831,"Entre capitalisme européen remain et capitalisme national brexit,  a communiqué sur les intérêts des classes populaires !",0,2016-06-28 11:12:47+00:00,CarloSommaruga,"((0, 125, 'FRENCH', 'fr'),)","[{'translation_text': 'Between remain European capitalism and brexit national capitalism, communicated on the interests of the popular classes!'}]"
2832,Diane Abbott: leadership must be decided by party members not MPs  Elle a bien raison !,1,2016-06-28 11:02:26+00:00,CarloSommaruga,"((0, 87, 'ENGLISH', 'en'),)",NA
2833,"Ah bon ? Les générations « bic », « frigidaire », « pampers » n’ont pas eu autant d’états d’âme !",0,2016-06-28 10:54:09+00:00,CarloSommaruga,"((0, 119, 'FRENCH', 'fr'),)","[{'translation_text': 'Well, the ""bic"" and ""frigidary"" and ""pamper"" generations have not had such a bad state!'}]"
2834,Cela ne change rien si USA et UE n’exigent pas le respect du droit international et sanctionnent en cas de violation,1,2016-06-28 10:32:42+00:00,CarloSommaruga,"((0, 118, 'Unknown', 'un'),)",NA
2835,"Au moins c’est clair, il n’est pas réaliste de caler l’agenda des négociations CH-UE sur celui du Brexit !",0,2016-06-28 08:50:37+00:00,CarloSommaruga,"((0, 114, 'FRENCH', 'fr'),)",[{'translation_text': 'At least it is clear that it is not realistic to set the agenda for the CH-EU negotiations on the Brexit agenda!'}]
2838,"From Switzerland, we support you Jeremy !",3,2016-06-27 21:24:10+00:00,CarloSommaruga,"((0, 41, 'ENGLISH', 'en'),)",NA
2839,Buona notizia! Al parlamento svizzero è stata inoltrata una mozione per i corridoi umanitari,1,2016-06-27 21:02:58+00:00,CarloSommaruga,"((0, 93, 'ITALIAN', 'it'),)",[{'translation_text': 'Good news! A motion for humanitarian corridors has been sent to the Swiss parliament'}]
2840,"Discours de Charles Kleiber , président  en l'honneur de Michele Luminati, directeur sortant.",0,2016-06-25 13:14:24+00:00,CarloSommaruga,"((0, 94, 'FRENCH', 'fr'),)","[{'translation_text': 'Speech by Charles Kleiber , President in honour of Michele Luminati, outgoing director.'}]"
