,tweets,time,language,translated_tweets
756,Conférence du parlement des jeunes CPJ18...en chemin pour une séance de speeddebating.,2018-10-27 11:23:33+00:00,"((0, 88, 'FRENCH', 'fr'),)",Conference of the CPJ18 Youth Parliament... on the way to a speeddebating session.
757,avenir mobilite bon les patrons de l'OFROU et de l'OFT se réfugient sur les anciennes techniques pour continuer le business as usual!,2018-10-25 14:21:40+00:00,"((0, 134, 'FRENCH', 'fr'),)",future mobilite good the bosses of OFROU and OFT take refuge on the old techniques to continue the business as usual!
758,avenir mobilite celui qui construit des routes vera des bouchons!,2018-10-25 14:16:28+00:00,"((0, 65, 'FRENCH', 'fr'),)",future mobilizes the one who builds roads vera plugs!
759,avenir mobilite il faut réguler uniquement si nécessaire mais pas trop tard...voilà qui se complique!,2018-10-25 12:42:51+00:00,"((0, 104, 'FRENCH', 'fr'),)",mobilitarian future you have to regulate only if necessary but not too late...that is complicated!
760,avenir mobilite aucune femme sur le podium aujourd'hui!!!??? La mobilité ne concerne pas les femmes???,2018-10-25 12:16:48+00:00,"((0, 103, 'FRENCH', 'fr'),)",no women on the podium today!!!??? Mobility is not about women???
761,avenir mobilite la structure du business change! Le consommateur est maintenant le client d'une plateforme...plus celui du transporteur! uberisation,2018-10-25 12:08:31+00:00,"((0, 148, 'FRENCH', 'fr'),)",future move the structure of the business changes! The consumer is now the customer of a platform...more that of the carrier! uberization
762,"GCVD, journée Pierre-Yves Maillard, démonstration de ""j'utilise la tribune pour faire le bilan de ma carrière et affirmer que j'ai tout fait très très bien"" ilestfort tresfort",2018-09-25 14:03:42+00:00,"((0, 180, 'FRENCH', 'fr'),)","GCVD, Pierre-Yves Maillard day, demonstration of ""I use the gallery to take stock of my career and affirm that I did everything very well"" it is very strong"
763,GCVD quand la gauche et la plus que gauche se chamaillent...il faut rire ou pleurer?,2018-09-25 08:36:17+00:00,"((0, 84, 'FRENCH', 'fr'),)",GCVD when the left and the left more than beat each other... you have to laugh or cry?
764,Imposer les prix à la vente provocera une augmentation des produit et malheureusement les consommateurs irons à l'ètranger! Il préférent aller en vacances au bout du monde que de dépenser pour des aliments de qualité,2018-09-22 07:29:41+00:00,"((0, 223, 'FRENCH', 'fr'),)",Imposing prices for sale will cause an increase in the product and unfortunately consumers will go abroad! They prefer to go on holiday to the end of the world than to spend for quality food
765,"Les paiements directes ne sont pas des subventions! Et arrêter de dire que seul le paysage est concerné! Ce ne sont que deux pilliers sur cinq. De plus si, comme vous le demander, c'est la confédération qui assure les prix, comment le faire autrement que par paiements directes?",2018-09-22 07:28:20+00:00,"((0, 282, 'FRENCH', 'fr'),)","Direct payments are not subsidies! And stop saying that only the landscape is concerned! They are only two out of five looters. Moreover, if, as you ask, it is the confederation that assures the prices, how to do it other than by direct payments?"
766,"Dans vos annonces du prix du lait, la composante du revenu sur les paiements directes n'est jamais pris en compte.",2018-09-22 04:53:22+00:00,"((0, 114, 'FRENCH', 'fr'),)","In your milk price announcements, the income component on direct payments is never taken into account."
767,Et si on ajoute les paiements directes c'est combiens le litre de lait pour le producteur?,2018-09-20 14:40:27+00:00,"((0, 90, 'FRENCH', 'fr'),)","And if we add the direct payments, how much is the litre of milk for the producer?"
768,"Journée de contraste...10ans m2 ce matin, 50ans BlonayChamby cette après-midi. Entre actualité et traditions.",2018-09-15 10:49:43+00:00,"((0, 112, 'FRENCH', 'fr'),)","Day of contrast...10years m2 this morning, 50years BlonayChamby this afternoon. Between news and traditions."
769,"Vu le changement d'esprit de cette motion, ce n'est pas raisonnable de la laisser porter par notre collègue Dolivo...GCVD.",2018-09-11 09:04:13+00:00,"((0, 123, 'FRENCH', 'fr'),)","Given the change of mind of this motion, it is not reasonable to let it be carried by our colleague Dolivo...GCVD."
770,"""Quand un nouveau produit arrive est-ce bon pour ma vigne ou juste pour mon confort"" Catheribe Cruchond forumvd",2018-09-05 08:23:22+00:00,"((0, 111, 'FRENCH', 'fr'),)","""When a new product arrives is it good for my vineyard or just for my comfort"" Catheribe Cruchond forumvd"
771,Dès qu'il y a moins d'absents au PLR et à l'UDC que dans les autres partis...ils gagnent!,2018-08-28 17:43:05+00:00,"((0, 91, 'FRENCH', 'fr'),)",As soon as there are fewer absentees to the PLR and the UDC than in the other parties...they win!
772,Si quelqu'un a froid...je lui conseille la ligne Lausanne-Brig...merci   pour le sauna,2018-08-28 15:21:23+00:00,"((0, 86, 'FRENCH', 'fr'),)",If someone's cold... I recommend the Lausanne-Brig line...thank you for the sauna
773,"Vendre des armes à des pays en guerre c'est mettre en danger notre neutralité, donc notre défense nationale...GCVD",2018-08-28 14:48:34+00:00,"((0, 117, 'FRENCH', 'fr'),)","Selling weapons to warring countries is endangering our neutrality, so our national defence..."
774,C'est en célébrant nos traditions que l'on peut se projeter dans l'avenir...benichon montreux,2018-08-26 20:06:55+00:00,"((0, 95, 'FRENCH', 'fr'),)",It is by celebrating our traditions that we can project ourselves in the future...benichon showy
775,"Les  forment un parti sans bouton ""reset"" et sans lignes rouges DVglpCH.",2018-08-25 10:09:24+00:00,"((0, 72, 'FRENCH', 'fr'),)","They form a party without ""reset"" button and without DVglpCH red lines."
776,"Pour rappel, la classe moyenne ne se définit pas via le revenu imposable, mais via le revenu brut GCVD. En 2014 un couple avec deux enfants de moins de 14 ans avec un revenu mensuel brut entre 8'212.- et 17'596.- est dans la classe moyenne.",2018-05-15 13:17:54+00:00,"((0, 241, 'FRENCH', 'fr'),)","As a reminder, the middle class is not defined through taxable income, but via GCVD gross income. In 2014 a couple with two children under 14 years of age with a gross monthly income between 8'212.- and 17'596.- is in the middle class."
777,"…
Mesdames, Messieurs du Conseil d'Etat, donnez un peu d'air aux rameurs de fond de cale. GCVD",2018-05-01 08:39:23+00:00,"((0, 96, 'FRENCH', 'fr'),)","... Ladies and gentlemen of the Council of State, give some air to the bilge bottom rowers."
778,"googleassistan, elles vont où les données? GDPR Forward2018",2018-04-19 15:14:35+00:00,"((0, 61, 'FRENCH', 'fr'),)","googleassistan, where do the data go? GDPR Forward2018"
779,Forward2018 GDPR une avancée ou un frein?  semble penser que ce sera un avantage pour l'Europe...,2018-04-19 14:43:53+00:00,"((0, 98, 'FRENCH', 'fr'),)",Forward2018 GDPR a breakthrough or a brake? seems to think it will be an advantage for Europe...
780,Forward2018 Etre au service des PME plutôt que des universités innosuisse,2018-04-19 14:10:36+00:00,"((0, 75, 'FRENCH', 'fr'),)",Forward2018 Being at the service of SMEs rather than Innosuisse universities
781,"Ouf retour au sujet, merci au CEO de morand avec un exposé top! Forward2018",2018-04-19 11:59:58+00:00,"((0, 76, 'FRENCH', 'fr'),)","Ouf back to the subject, thank you to the CEO of morand with a top presentation! Forward2018"
782,"Quelle place pour le managment dans un monde agile...la première présentation est bien, merci...mais bien loin du sujet me semble-t-il...Forward2018",2018-04-19 11:49:55+00:00,"((0, 150, 'FRENCH', 'fr'),)","What a place for managment in an agile world...the first presentation is good, thank you...but far away from the subject it seems to me...Forward2018"
783,Le cyclisme perd un grand fan...«Andy Rihs était un personnage exceptionnel»,2018-04-19 08:38:52+00:00,"((0, 79, 'FRENCH', 'fr'),)",Cycling loses a big fan...«Andy Rihs was an exceptional character»
784,Forward2018 pénurie d'informaticiens...l'Etat y travaille dixit PhilippeLeuba. Il faudra aussi que les informaticiens donnent une image sexy de leur job...,2018-04-19 08:36:55+00:00,"((0, 156, 'FRENCH', 'fr'),)",Forward2018 shortage of computer scientists...the state works there dixitly PhilippeLeuba. It will also be necessary for computer scientists to give a sexy picture of their job...
785,Forward2018 l'économie des données c'est bien et le GDPR..un magistral coup de frein?,2018-04-19 08:26:35+00:00,"((0, 87, 'FRENCH', 'fr'),)",Forward2018 data economy is good and the GDPR..a masterly brake?
786,Forward2018 la digitalisation va créer des emplois je le crois dur commne fer...MAIS...il faut se préparer à s'occuper de ceux qui resteront sur le carreau...innovatoon responsabilite,2018-04-19 08:21:23+00:00,"((0, 186, 'FRENCH', 'fr'),)",Forward2018 digitalization will create jobs I believe it is hard to commit iron... BUT...we have to prepare to take care of those who will stay on the tile...innovatoon responsibility
787,"""David est devenu célèbre en terrassant Goliath, mais combiens de ses frères et soeurs sont morts avant lui?""  pragmatique",2018-03-22 18:15:11+00:00,"((0, 125, 'FRENCH', 'fr'),)","""David became famous by terrorizing Goliath, but how many of his brothers and sisters died before him?"" pragmatic"
788,L'impôt vaudois pas totalement malheureux grâce au quotient familial. Dixit C. Reymond CP fiscalite,2018-03-22 17:10:04+00:00,"((0, 101, 'FRENCH', 'fr'),)",The Vaud tax is not totally unhappy thanks to the family quotient. Dixit C. Reymond CP fiscalite
789,"Ouch...Monsieur  vous faites partie du comité d'initiative? Ou vous avez juste recopié leur flyer pour votre édito? assurancedentaire 

La fracture derrière la facture du dentiste  via",2018-02-05 08:56:42+00:00,"((0, 188, 'FRENCH', 'fr'),)","Ouch...Sir, are you part of the initiative committee? Or have you just copied their flyer for your editorial?dentary insurance The fracture behind the dentist's bill via"
790,DVglpCH NoBillag Les vert'libéraux rejettent l'initiative à une écrasante majorité....,2018-01-27 12:42:56+00:00,"((0, 90, 'FRENCH', 'fr'),)",DVglpCH NoBillag The Liberal Greens reject the initiative by an overwhelming majority....
791,"DVglpCH Ne faisons pas d'expériences douteuses...la question est claire, lancer un signal en votant OUI c'est du suicide. NON à NoBillag!",2018-01-27 12:33:58+00:00,"((0, 139, 'FRENCH', 'fr'),)","DVglpCH Let's not do dubious experiments...the question is clear, throwing a signal by voting YES is suicide. NO to NoBillag!"
792,DVglpCH NoBillag doit être rejeté! Il n'existera plus aucun moyen pour la confédération de subventionner des émissions radio-tv.,2018-01-27 12:27:56+00:00,"((0, 133, 'FRENCH', 'fr'),)",DVglpCH NoBillag must be rejected! There will no longer be any means for the confederation to subsidize radio-tv broadcasts.
793,Il est minuit moins 2 ! DoomsdayClock,2018-01-25 16:16:38+00:00,"((0, 37, 'FRENCH', 'fr'),)",It's midnight minus 2!
794,Une action menée par notre collègue  Jean-François Chapuisat!,2018-01-16 15:41:53+00:00,"((0, 64, 'FRENCH', 'fr'),)",An action led by our colleague Jean-François Chapuisat!
795,La fin de la redevance c'est la fin d'une couverture raisonnable et équitable de la politique locale. NON à NoBillag,2018-01-15 10:03:26+00:00,"((0, 118, 'FRENCH', 'fr'),)",The end of the fee is the end of a reasonable and fair coverage of local policy. NO in NoBillag
796,Ah ta remarque est meilleur que la mienne...je m'incline,2018-01-11 16:39:30+00:00,"((0, 56, 'FRENCH', 'fr'),)","Ah, your remark is better than mine... I bow"
797,gastrovaud voudrait bien vous pousser aux excès mais est prêt à vous soigner...c'est ça le message?,2018-01-10 21:02:46+00:00,"((0, 103, 'FRENCH', 'fr'),)",Gastrovaud would like to push you to excesses but is ready to treat you... that's the message?
798,"Si ne pas voter systèmatiquement comme le PS c'est être fluctuant, alors oui nous le sommes!  GCVD",2017-12-13 09:35:36+00:00,"((0, 100, 'FRENCH', 'fr'),)","If not to vote systematically like the PS is to be fluctuating, then yes we are! GCVD"
799,"buccodentaire le contre-projet à la poubelle, c'est pas faute d'avoir essayé...GCVD",2017-11-28 14:58:31+00:00,"((0, 85, 'FRENCH', 'fr'),)","oral counter-project in the trash, it's not for lack of trying...GCVD"
800,La RIEIII va être appliquée quelque soit le coût. Bien mais il faudra avoir le courage de réduire le poids de l'Etat Budget2018 PVEI,2017-11-23 17:03:01+00:00,"((0, 136, 'FRENCH', 'fr'),)",The RIEIII will be applied regardless of the cost. Well but you will have to have the courage to reduce the weight of the state Budget2018 PVEI
801,En même temps c'est leur droit...il faut juste être conscient des conséquences!,2017-11-22 09:50:26+00:00,"((0, 82, 'FRENCH', 'fr'),)",At the same time it's their right... you just have to be aware of the consequences!
802,"Mme Jacques le dit, si on ne passe pas par une crèche on est pas socialisé (aargl...). J'ai mal compris, ou c'est vraiment ce qu'elle a voulu dire? caritas",2017-11-16 17:01:38+00:00,"((0, 157, 'FRENCH', 'fr'),)","Ms. Jacques says, if you don't go through a crèche you're not socialized (aargl...). I misunderstood, or that's really what she meant? caritas"
803,"2ème citation du problème buccodentaire par notre Conseiller d'Etat, la suite des débats le préoccupe ? ...caritas",2017-11-16 15:58:36+00:00,"((0, 118, 'FRENCH', 'fr'),)","2nd citation of the oral problem by our State Councillor, the continuation of the debates worries him ? ...caritas"
804,Est-ce que quelqu'un peut rappeler à cettaons automobilistes qu'il interdit de s'arrêter sur un passage piéton?LCR respect,2017-11-15 16:37:09+00:00,"((0, 125, 'FRENCH', 'fr'),)",Can anyone remind motorists that they are not allowed to stop at a pedestrian crossing?LCR respect
805,C'est parfois compliqué avec un pousse trop gros...,2017-11-14 06:17:28+00:00,"((0, 52, 'FRENCH', 'fr'),)",Sometimes it's complicated with too big a shoot...
806,Rien n'est gratuit...il y a toujours un coût à couvrir!,2017-11-12 14:33:00+00:00,"((0, 57, 'FRENCH', 'fr'),)",Nothing is free...there is always a cost to cover!
807,Reprocher à quelqu'un d'avoir suscité des articles de presses pour s'en séparer...c'est un peu faiblard non? LAUSANNE Payot,2017-11-03 10:53:32+00:00,"((0, 126, 'FRENCH', 'fr'),)",To blame someone for having aroused press articles to separate from them... is it a bit dull? LAUSANNE Payot
808,CFF la correspondance pour Bern qui saute pour 3min de retard! Vous me rappelez la définition de service à la clientèle?,2017-10-17 04:45:35+00:00,"((0, 123, 'FRENCH', 'fr'),)",SBB correspondence for Bern who jumps for 3min late! Do you remind me of the definition of customer service?
809,Je ne sais plus si je dois en rire ou en pleurer 99pourcent,2017-10-14 14:55:22+00:00,"((0, 59, 'FRENCH', 'fr'),)",I don't know if I have to laugh or cry 99 percent
810,C'est la reine! Dans un système féodal c'est la meilleure place..,2017-10-06 14:46:40+00:00,"((0, 67, 'FRENCH', 'fr'),)",It's the queen! In a feudal system it's the best place..
811,GC accès gratuit à 10000 ou 30000...on a entendu tous les arguments...on est aux répétitions. Diantre passons au vote!,2017-10-03 08:45:21+00:00,"((0, 122, 'FRENCH', 'fr'),)","GC free access to 10,000 or 30,000...we heard all the arguments...we're at rehearsals."
812,Les Vert’lib veulent que Vaud mise sur la mobilité digitale,2017-10-03 04:41:02+00:00,"((0, 62, 'FRENCH', 'fr'),)",The Greens want Vaud to focus on digital mobility
813,La richesse est spontanée...la nouvelle théorie des JUSO,2017-10-01 20:06:06+00:00,"((0, 58, 'FRENCH', 'fr'),)",Wealth is spontaneous...the new JUSO theory
814,Situation inquiétante en Allemagne...bundestagswahl2017,2017-09-24 17:09:25+00:00,"((0, 56, 'FRENCH', 'fr'),)",Disturbing situation in Germany...bundestagswahl2017
815,Dans le canton de VD la loi en consultation est une catastrophe de protectionnisme...il y a du travail!,2017-09-12 06:57:14+00:00,"((0, 103, 'FRENCH', 'fr'),)",In the canton of VD the law in consultation is a catastrophe of protectionism... there is work!
816,Le problème c'est que beaucoup préfèrent parler fatalite plutôt que responsabilite...on est pas sorti de l'auberge!,2017-09-12 06:23:17+00:00,"((0, 119, 'FRENCH', 'fr'),)",The problem is that many prefer to speak fatality rather than responsibility...we didn't get out of the hostel!
817,"LOVD GC, ma première séance de commission à 150...courage!",2017-08-29 14:16:54+00:00,"((0, 61, 'FRENCH', 'fr'),)","LOVD GC, my first commission session at 150...courage!"
818,Heureusement que ce n'est pas le mien..accidentPersonne,2017-08-18 15:12:37+00:00,"((0, 55, 'FRENCH', 'fr'),)",Luckily it's not mine..accidentNobody
819,"L'enseignement du numérique à travers les outils, c'est comme étudier la littérature en apprenant la dactylo!",2017-08-16 05:50:35+00:00,"((0, 113, 'FRENCH', 'fr'),)",Digital teaching through tools is like studying literature by learning typing!
820,En même temps il n'y a pas de notion communautaire à être blanc!,2017-08-14 04:48:33+00:00,"((0, 67, 'FRENCH', 'fr'),)",At the same time there is no Community concept to be white!
821,Bon début de semaine...avec des hypers vieux wagon...moins que normal...déjà plus de place! CFF SBB,2017-07-10 04:34:57+00:00,"((0, 102, 'FRENCH', 'fr'),)",Good start of week...with super old wagons...less than normal...already more space! SBB SBB SFF
822,Et sans l'UDC impossible de gagner...,2017-05-22 03:55:16+00:00,"((0, 37, 'FRENCH', 'fr'),)",And without the UDC impossible to win...
823,C'était la seule stratégie pour espérer une victoire...les autres étaient plus fort...félicitations aux élues!,2017-05-21 18:35:35+00:00,"((0, 116, 'FRENCH', 'fr'),)",It was the only strategy to hope for a victory...the others were stronger...congratulations to the elected ones!
824,Moi quand un membre soc demande un factchecking et qu'au même moment il modifie un site pour fabriquer une preuve...je m'étonne!,2017-05-11 19:56:13+00:00,"((0, 130, 'FRENCH', 'fr'),)",Me when a soccer member asks for a facsimile and at the same time he modifies a site to make proof...I am surprised!
825,Baisser les impôts des personnes physique...tout le monde est pour...YES...vd2017,2017-05-10 18:42:41+00:00,"((0, 82, 'FRENCH', 'fr'),)",Lower personal taxes...Everyone is for...YES...vd2017
826,êtes-vous pour les JO?...et hop que je bottes en touche en parlant de la position du CE.,2017-05-10 18:35:31+00:00,"((0, 89, 'FRENCH', 'fr'),)",Are you for the Olympics?...and hop that I boots it by talking about the position of the EC.
827,La gauche veut diminuer les tâches administratives des enseignants...cela fait 20ans qu'ils chargent le bateau. .vert socialiste,2017-05-10 18:17:35+00:00,"((0, 129, 'FRENCH', 'fr'),)",The left wants to reduce the administrative tasks of the teachers... it's been 20 years that they load the boat. .vert socialist
828,Des médiateurs pour régler le problème dans les écoles...ou comment compliquer la situation allianceducentre vd2017,2017-05-10 18:15:19+00:00,"((0, 119, 'FRENCH', 'fr'),)",Mediators to solve the problem in schools...or how to complicate the situation allianceducbetween vd2017
829,Les jeunes  interviennent ce soir...BRAVO...,2017-05-08 19:06:24+00:00,"((0, 44, 'FRENCH', 'fr'),)",The young people are taking part tonight... BRAVO...
830,SE2050 le danger ce sont les intérêts divergents...on dit oui parceque la transition est nécessaire!,2017-05-08 18:32:26+00:00,"((0, 103, 'FRENCH', 'fr'),)",SE2050 the danger is the divergent interests...we say yes because the transition is necessary!
831,"SE2050, la stratégie des opposants... on fait rien et on laisse les suivants régler les problèmes...c'est drôlement responsable!",2017-05-08 18:18:00+00:00,"((0, 132, 'FRENCH', 'fr'),)","SE2050, the strategy of the opponents... we do nothing and let the next ones solve the problems... it's funnyly responsible!"
832,"SE2050, les opposants pensent qu'on peut attendre et voir venir...et pourtant Genecand n'est pas vaudois!",2017-05-08 18:12:57+00:00,"((0, 105, 'FRENCH', 'fr'),)","SE2050, the opponents think we can wait and see coming... and yet Genecand is not voodoo!"
833,vous êtes pas un peu contradictoire sur ce point?,2017-05-08 18:07:41+00:00,"((0, 50, 'FRENCH', 'fr'),)",Aren't you a little contradictory about that?
834,C'est vrai que d'attendre des solutions techniques...c'est assurer l'approvisionnement!,2017-05-08 18:07:02+00:00,"((0, 87, 'FRENCH', 'fr'),)",It is true that waiting for technical solutions...is ensuring the supply!
835,veut attendre ce qui pourrait éventuellement technologiquement nous sauver...ça c'est responsable!,2017-05-08 18:05:47+00:00,"((0, 100, 'FRENCH', 'fr'),)",wants to wait for what could possibly technologically save us... that's responsible!
836,Les  n'ont jamais changé de stratégie...ils appliquent ce qu'ils voulaient au premier tour...,2017-05-07 14:04:48+00:00,"((0, 95, 'FRENCH', 'fr'),)",They never changed their strategy... they apply what they wanted in the first round...
837,Je ne suis pas UDC et je combattrai cette initiative!,2017-05-07 10:10:24+00:00,"((0, 53, 'FRENCH', 'fr'),)",I am not UDC and I will fight this initiative!
838,Avoir des positions qui dérangent nos adversaires...c'est ça pour vous l'opportunisme?,2017-05-07 08:26:37+00:00,"((0, 88, 'FRENCH', 'fr'),)",Having positions that disturb our opponents... that's opportunism for you?
839,"La décision est assumée, je m'amuse juste d'être constamment poussé de gauche à droite selon des visions extérieurs...",2017-05-02 14:47:09+00:00,"((0, 124, 'FRENCH', 'fr'),)","The decision is taken, I just have fun being constantly pushed from left to right according to external visions..."
840,"Les  sont vert'libéraux, la gauche nous place à droite lorsque l'on s'oppose à elle et vice-versa...",2017-05-02 09:46:43+00:00,"((0, 103, 'FRENCH', 'fr'),)","They are free green, the left places us on the right when one opposes it and vice versa..."
841,Les  continuent l'aventure avec 7 députés...Bravo à tous...,2017-04-30 21:25:22+00:00,"((0, 62, 'FRENCH', 'fr'),)",They continue the adventure with 7 MPs...Bravo to all...
842,durée de la perturbation jusqu'à vendredi! C'est une blague cette semaine de chaos non?,2017-04-25 03:51:50+00:00,"((0, 89, 'FRENCH', 'fr'),)","It's a joke this week of chaos, isn't it?"
843,C'est un appel au PLR de me rajouter sur leur liste...rien de plus!,2017-04-16 18:01:16+00:00,"((0, 67, 'FRENCH', 'fr'),)",It's a call to the PLR to add me to their list...nothing more!
844,Comment peut-on affirmer que chauffer l'extérieur est écolo? nomaisalloquoi,2017-04-06 06:14:01+00:00,"((0, 77, 'FRENCH', 'fr'),)",How can we say that outdoor heating is eco-friendly? nomaisalgoquoi
845,"Des bottes de foin et des affiches brûlées, qui a peur des  et de leurs alliés morgiens   VD2017.",2017-04-04 07:08:57+00:00,"((0, 100, 'FRENCH', 'fr'),)","Hay boots and burnt posters, who are afraid of the and their Morgian allies VD2017."
846,Encore 4 semaines d'aventures et de rencontres...à fond et avec plaisir! vd2017,2017-04-01 18:22:40+00:00,"((0, 80, 'FRENCH', 'fr'),)",Another 4 weeks of adventures and encounters...in full and with pleasure! vd2017
847,Ce soir débat en direct sur  je serai présent sur deux thèmes! VD2017,2017-03-29 09:47:48+00:00,"((0, 72, 'FRENCH', 'fr'),)",Tonight live debate on I will be present on two themes! VD2017
848,vd2017 L'école...on est parti dans un débat pointu...il faut redonner confiance et se rapprocher du terrain,2017-03-23 19:13:26+00:00,"((0, 109, 'FRENCH', 'fr'),)",vd2017 The school... we went into a sharp debate... we need to restore confidence and get closer to the ground
849,Dire que le vélo électrique amène du danger...c'est pas un peu étrange Monsieur Ming? vd2017,2017-03-23 19:03:04+00:00,"((0, 96, 'FRENCH', 'fr'),)",Saying that the electric bike brings danger... isn't it a little strange Mr. Ming? vd2017
850,vd2017 faut-il vraiment opposer mobilité individuelle et collective...les  ne le font pas!,2017-03-23 18:44:48+00:00,"((0, 91, 'FRENCH', 'fr'),)",vd2017 should we really oppose individual and collective mobility...they don't do it!
851,non c'est bien ce qui a été dit une  petite erreur de l'orateur...,2017-03-23 18:42:52+00:00,"((0, 68, 'FRENCH', 'fr'),)","No, that's what has been said a little mistake from the speaker..."
852,je crois que c'est exogène qu'il fallait comprendre!,2017-03-23 18:37:54+00:00,"((0, 53, 'FRENCH', 'fr'),)",I think it's exogenous to understand!
853,Mais comment faire de manière pratique?,2017-03-23 18:29:22+00:00,"((0, 40, 'FRENCH', 'fr'),)",But how can we do it in a practical way?
854,vd2017 riviera la densification c'est trouver un concensus,2017-03-23 18:23:12+00:00,"((0, 58, 'FRENCH', 'fr'),)",vd2017 riviera the densification is to find a concensus
855,vd2017 riviera densité il faut déterminer ce que c'est...,2017-03-23 18:11:36+00:00,"((0, 59, 'FRENCH', 'fr'),)",vd2017 riviera density it is necessary to determine what it is...
856,"L'arrosoir n'est pas un outil de bon sens, ce sera difficile à expliquer au peuple!",2017-03-17 07:52:39+00:00,"((0, 84, 'FRENCH', 'fr'),)","Watering is not a tool of common sense, it will be difficult to explain to the people!"
857,ce n'est pas le téveil vaudois...l'UDC a refusé que les Vert'libéraux soient dans l'alliance et cela aurait été gagnant...,2017-01-18 19:56:38+00:00,"((0, 127, 'FRENCH', 'fr'),)",It's not the voodoo awakening... the UDC refused to let the Liberal Greens be in the alliance and it would have been winning...
858,"Le prix de la mobilité en fonction du salaire...quelle idée surprenante...retour du communisme?
 via",2017-01-11 12:55:38+00:00,"((0, 102, 'FRENCH', 'fr'),)",The price of mobility according to salary... what surprising idea...back from communism? via
859,"Eh bien cela promet...plus de religion, moins de compromis...on avance quoi...",2017-01-06 15:46:29+00:00,"((0, 78, 'FRENCH', 'fr'),)","Well, it promises... more religion, less compromise..."
860,trop tard le mot d'ordre est déjà donné...,2016-12-21 06:55:06+00:00,"((0, 45, 'FRENCH', 'fr'),)",Too late the slogan is already given...
861,"Guerre de religion...sur ce coup les  sont à droite, n'en déplaise à certains!",2016-12-21 06:51:57+00:00,"((0, 81, 'FRENCH', 'fr'),)","Religious war... on this occasion they are on the right, do not dislike some!"
862,Et les exploitant ils vont demander un soutient financier? Beznau Gösgen,2016-12-13 15:40:01+00:00,"((0, 73, 'FRENCH', 'fr'),)",And the operators are going to ask for financial support? Beznau Gösgen
863,avec un risque certain de casser le marché du travail...cela permet à l'économie d'offrir des services sans valeur ajoutée...,2016-12-07 13:17:01+00:00,"((0, 129, 'FRENCH', 'fr'),)",with a certain risk of breaking the labour market...it allows the economy to offer services without added value...
864,"Portier...débarasseur de table...garçon d'assensceur, ces jobs existent encore à Berlin...il font comment pour financer?",2016-12-07 11:42:27+00:00,"((0, 123, 'FRENCH', 'fr'),)","Porter...table debarrier...sensor boy, these jobs still exist in Berlin... how do they finance?"
865,"Pour les amoureux du scripting on peux faire autre chose que python...Arcade,  esri,  Devsummit",2016-12-06 12:01:49+00:00,"((0, 95, 'FRENCH', 'fr'),)","For lovers of scripting we can do something other than python...Arcade, esri, Devsummit"
866,Bon l'artillerie a commencé à tirer sur la stratégieenergétique2050! le repos aura été court avant de devoir repartir au combat...,2016-11-30 06:48:37+00:00,"((0, 136, 'FRENCH', 'fr'),)",Well the artillery started to fire on the energy strategy2050!The rest will have been short before having to go back to combat...
867,Une dizaine d'employés CFF confortablement assis en 1ère alors que des clients sont debout...normal?,2016-11-29 16:19:27+00:00,"((0, 102, 'FRENCH', 'fr'),)",About ten SBB employees comfortably sitting first while customers are standing...normal?
868,Ce soir LHC-SCB de quoi se changer les idées,2016-10-28 16:51:45+00:00,"((0, 45, 'FRENCH', 'fr'),)",Tonight LHC-SCB can change ideas
869,Aujourd'hui commence notre campagne pour la sortie programmée du nucléaire. Aidez-nous à gagner la votation !,2016-10-05 09:00:03+00:00,"((0, 112, 'FRENCH', 'fr'),)",Today begins our campaign for the scheduled release of nuclear power. Help us win the vote!
870,La taxe co2 n'est pas tabou chez les électriciens...on ne les a pas entendu sur TVATE...,2016-09-21 16:29:36+00:00,"((0, 89, 'FRENCH', 'fr'),)",The co2 tax is not taboo among electricians...we didn't hear them on TVATE...
871,SIG GE plutôt en avance sur le renouvelable...pas étonnant CP electricite SIG,2016-09-21 16:26:31+00:00,"((0, 79, 'FRENCH', 'fr'),)",GE SIG rather ahead of the renewable... no wonder CP electricite SIG
872,L'avantage d'avoir les votations derrière nous? Nous en aurons fini avec les inepties des opposants à economieverte...,2016-09-13 17:10:37+00:00,"((0, 120, 'FRENCH', 'fr'),)",The advantage of having the votes behind us? We will be done with the inepties of the opponents of economicsvert...
873,"l'UDC ignore l'initiative des alpes, 22 ans que la volonté du peuple est bafouée, faites ce que je dis...",2016-09-05 06:24:59+00:00,"((0, 107, 'FRENCH', 'fr'),)","The UDC ignores the Alps initiative, 22 years that the will of the people is being flouted, do what I say..."
874,Isabelle sur franceinfo pour parler transition énergétique au tdf,2016-07-20 13:04:47+00:00,"((0, 67, 'FRENCH', 'fr'),)",Isabelle on franceinfo to talk about energy transition to tdf
875,Brexit L'Europe a encore beaucoup à apprendre!,2016-06-24 05:18:27+00:00,"((0, 47, 'FRENCH', 'fr'),)",Brexit Europe still has a lot to learn!
876,Brexit Encore une fois cela démontre qu'il est important que le peuple adhère à la vision politique de ses dirigeant.,2016-06-24 05:18:19+00:00,"((0, 120, 'FRENCH', 'fr'),)",Brexit This once again demonstrates that it is important for the people to adhere to the political vision of their leaders.
877,Un projet éolien soutenu grati et les mots d'ordre des  suivis...pas mal comme week-end!,2016-06-05 13:36:16+00:00,"((0, 89, 'FRENCH', 'fr'),)",A sustained grati wind project and the watchwords...not bad like weekend!
