Unnamed: 0,tweets,time,language,translated_tweets
1543,Nochmals: Stehen Sie endlich mit Ihrem bürgerlichen Namen hin!,2020-12-02 19:28:55+00:00,"((0, 63, 'GERMAN', 'de'),)","[{'translation_text': 'Once again, stand up with your bourgeois name!'}]"
1544,"Mein Vater hätte es weiterziehen können - aber seine Enttäuschung, nach soooo vielen Jahren braven Bezahlens der Steuern (somit krampfen auch für diesen Staat) einfach so verurteilt zu werden, hat ihn zerbrochen ...",2020-12-02 19:26:56+00:00,"((0, 219, 'GERMAN', 'de'),)",[{'translation_text': 'My father could have moved on - but his disappointment to be just so condemned after soooo many years of good paying the taxes (so also for this state) broke him ...'}]
1545,Sie machen hier Beschimpfungen! Von allem Anderen haben Sie keine Ahnung und sind nur am Nachplaudern ...,2020-12-02 16:40:08+00:00,"((0, 105, 'GERMAN', 'de'),)","[{'translation_text': ""You've got no idea about everything else and you're just chatting...""}]"
1546,Zivildienstleister sind keine Angehörige der Armee,2020-12-02 16:31:39+00:00,"((0, 51, 'GERMAN', 'de'),)",[{'translation_text': 'Civil service providers are not members of the army'}]
1547,Also: Ihren korrekten Namen und Ihre Anschrift bitte:,2020-12-02 16:30:59+00:00,"((0, 53, 'GERMAN', 'de'),)",[{'translation_text': 'So: your correct name and address please:'}]
1548,"Mir fehlt immer noch, dass Sie mit offenem Visier hinstehen!",2020-12-02 15:43:38+00:00,"((0, 60, 'GERMAN', 'de'),)","[{'translation_text': ""I still don't want you standing there with an open visor!""}]"
1549,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:42:27+00:00,"((0, 85, 'GERMAN', 'de'),)",[{'translation_text': 'And just now she said it publicly on the occasion of the debate on the business 20.083'}]
1550,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:25:56+00:00,"((0, 85, 'GERMAN', 'de'),)",[{'translation_text': 'And just now she said it publicly on the occasion of the debate on the business 20.083'}]
1551,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:25:33+00:00,"((0, 85, 'GERMAN', 'de'),)",[{'translation_text': 'And just now she said it publicly on the occasion of the debate on the business 20.083'}]
1552,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:25:19+00:00,"((0, 85, 'GERMAN', 'de'),)",[{'translation_text': 'And just now she said it publicly on the occasion of the debate on the business 20.083'}]
1553,Und gerade hat Sie es öffentlich anlässlich der Debatte zum Geschäft 20.083 gesagt,2020-12-02 15:12:25+00:00,"((0, 85, 'GERMAN', 'de'),)",[{'translation_text': 'And just now she said it publicly on the occasion of the debate on the business 20.083'}]
1554,Fragen Sie doch bitte gleich selbst beim VBS:,2020-12-02 15:10:48+00:00,"((0, 45, 'GERMAN', 'de'),)",[{'translation_text': 'Please ask yourself at the VBS:'}]
1555,"Weil (typisch links) nicht sein kann, was nicht sein darf ?",2020-12-02 11:52:49+00:00,"((0, 59, 'GERMAN', 'de'),)","[{'translation_text': ""Because (typically left) can't be what can't be ?""}]"
1556,Von der zuständigen Bundesrätin ...,2020-12-02 10:27:17+00:00,"((0, 37, 'GERMAN', 'de'),)",[{'translation_text': 'From the competent Federal Councillor ...'}]
1557,... ich war an keinem Fest ...,2020-12-02 09:52:01+00:00,"((0, 30, 'Unknown', 'un'),)",NA
1558,Können Sie Feigling solche strafbaren Verleumdungen auch mit offenem Visier äussern?,2020-12-02 08:57:20+00:00,"((0, 86, 'GERMAN', 'de'),)",[{'translation_text': 'Can you even expose cowards to such criminal slander with an open eye?'}]
1559,"Der Drückeberger-Club:
Auf den Aufruf bei der ersten Corona-Welle meldeten sich von 16‘000 angeschriebenen Zivildienstpflichtigen gerade mal 550 zum Dienst ...",2020-12-02 08:55:29+00:00,"((0, 162, 'GERMAN', 'de'),)","[{'translation_text': ""The Drückeberger Club: On the call at the first Corona wave, only 550 of 16'000 registered civil servants registered for the service ...""}]"
1560,Dem ist nichts beizufügen!,2020-12-01 11:56:52+00:00,"((0, 27, 'GERMAN', 'de'),)","[{'translation_text': ""There's nothing to add to that!""}]"
1561,Denk ich an Deutschland in der Nacht ...,2020-12-01 10:09:01+00:00,"((0, 40, 'GERMAN', 'de'),)",[{'translation_text': 'I think of Germany at night ...'}]
1562,"Wäre es denkbar, dass das Sozialamt oder die SP Schweiz seine Bussen bezahlen?",2020-11-29 18:10:42+00:00,"((0, 79, 'GERMAN', 'de'),)",[{'translation_text': 'Would it be possible for the social services or the SP Switzerland to pay for its buses?'}]
1563,Aber bitte: Nehmen Sie jeden Morgen die Ihnen verschriebenen Medikamente - denn sonst sind Sie echt unerträglich,2020-11-29 17:51:33+00:00,"((0, 113, 'GERMAN', 'de'),)",[{'translation_text': 'But please: Take the medications prescribed to you every morning - otherwise you are really unbearable'}]
1564,Aus reiner Höflichkeit antworte ich nicht auf Ihre völlig verfehlte Äusserungen,2020-11-29 17:50:23+00:00,"((0, 82, 'GERMAN', 'de'),)",[{'translation_text': 'Out of pure courtesy I do not answer to your completely missed utterances'}]
1565,Leider nicht - sie ändern den Namen - bleiben aber Sozialisten,2020-11-29 17:48:05+00:00,"((0, 63, 'GERMAN', 'de'),)",[{'translation_text': 'Unfortunately not - they change the name - but socialists remain'}]
1566,"Um das Ständemehr abzuschaffen, bräuchte es eine Verfassungsänderung - eine solche wiederum bräuchte ein Ständemehr ... unsere Vorfahren waren echt clever!",2020-11-29 17:45:05+00:00,"((0, 160, 'GERMAN', 'de'),)","[{'translation_text': 'In order to abolish the status more, it would need a constitutional change - one such in turn would need a status more ... our ancestors were really clever!'}]"
1567,Und ja: Zurzeit stimmen in unserem nationalen Parlament nur Schweizer und gewisse Doppelbürger*innen ab,2020-11-29 17:00:17+00:00,"((0, 104, 'GERMAN', 'de'),)",[{'translation_text': 'And yes: At present in our national parliament only Swiss and certain double citizens vote'}]
1568,"Also um es klarzustellen: Nirgends habe ich mich für das Prügeln von Kindern ausgesprochen - aber es ist ja quasi branchenüblich, dass Sie hier die Tatsachen verdrehen ... wenn es nicht bösartig ist, so hat Ihre Sucht wohl doch grösseren Schaden als angenommen angerichtet ...",2020-11-29 16:59:29+00:00,"((0, 281, 'GERMAN', 'de'),)","[{'translation_text': ""So let's be clear: I didn't say anything about beating children - but it's kind of industry standard that you're twisting the facts here ... if it's not malicious, your addiction has probably done more damage than expected ...""}]"
1569,"Komisch - und sobald von uns die real existierende häusliche Gewalt durch Ausländer thematisiert wird, schweigen El Arbi und Genossen ...",2020-11-29 16:15:35+00:00,"((0, 139, 'GERMAN', 'de'),)","[{'translation_text': 'Strange - and as soon as we address the real domestic violence by foreigners, El Arbi and comrades remain silent ...'}]"
1570,"Wusste ich‘s doch, dass sich Einer findet, der solches Tun rechtfertigt ...",2020-11-29 07:40:12+00:00,"((0, 77, 'GERMAN', 'de'),)",[{'translation_text': 'Did I know that there is one who justifies such action ...'}]
1571,"Nein, die Schweizer Bevölkerung akzeptiert diese Missstände stillschweigend ...",2020-11-28 18:42:09+00:00,"((0, 81, 'GERMAN', 'de'),)","[{'translation_text': 'No, the Swiss people are tacitly accepting these abuses ...'}]"
1572,Und wieso haben Sie sich dann noch lange danach damit geschmückt? Und erst nach mehrfacher Aufforderung gelöscht?,2020-11-25 12:23:42+00:00,"((0, 115, 'GERMAN', 'de'),)","[{'translation_text': 'And then why did you dress up with it long after that, and only deleted after multiple requests?'}]"
1573,Es war ja wohl eher umgekehrt: Die Swisscom konnte sich einen derartigen Mann schlicht nicht mehr leisten (und das ist nicht finanziell gemeint ),2020-11-25 12:20:07+00:00,"((0, 145, 'GERMAN', 'de'),)",[{'translation_text': 'It was probably the other way around: Swisscom simply could not afford such a man anymore (and that is not meant financially )'}]
1574,"So, und nun muss ich wieder arbeiten - damit unser Staat Ihren Fanclub durchfüttern kann ...",2020-11-25 12:15:49+00:00,"((0, 93, 'GERMAN', 'de'),)","[{'translation_text': 'So, and now I have to work again - so that our state can feed your fan club ...'}]"
1575,"Einfach das Beste, womit Sie sich schmücken konnten ... sogar, als Sie es längst nicht mehr waren",2020-11-25 12:14:51+00:00,"((0, 99, 'GERMAN', 'de'),)",[{'translation_text': 'Just the best you could decorate yourself with... even when you were long gone'}]
1576,Und einfach so nebenbei: Ich habe 2 Firmen erfolgreich aufgebaut und verkauft ... die 3. ist in Gründung ...,2020-11-25 12:13:28+00:00,"((0, 109, 'GERMAN', 'de'),)",[{'translation_text': 'And just by the way: I have successfully built up and sold 2 companies ... the 3rd is in foundation ...'}]
1577,Deshalb schmückten Sie sich noch lange mit falschen Bezeichnungen à la publizistischer Berater Swisscom,2020-11-25 12:12:26+00:00,"((0, 105, 'GERMAN', 'de'),)","[{'translation_text': ""That's why you've been decorating yourself for a long time with false terms à la journalistic consultant Swisscom""}]"
1578,Arbeit ?,2020-11-25 12:00:10+00:00,"((0, 8, 'Unknown', 'un'),)",NA
1579,Also bis die Kosten Ihrer Sucht bezahlt sind ....,2020-11-25 11:51:10+00:00,"((0, 49, 'GERMAN', 'de'),)",[{'translation_text': 'So until the cost of your addiction is paid ....'}]
1580,Unternehmer - selten so gelacht!,2020-11-25 11:37:26+00:00,"((0, 32, 'GERMAN', 'de'),)",[{'translation_text': 'Entrepreneur - rarely so laughed!'}]
1581,Kam letzlich richtig teuer für Sie ... aber wahrscheinlich wird für dies auch der Steuerzahler aufkommen müssen ...,2020-11-25 11:27:35+00:00,"((0, 118, 'GERMAN', 'de'),)",[{'translation_text': 'It was really expensive for you ... but it is likely that the taxpayer will have to pay for it ...'}]
1582,"Immer leicht reizbar und extrem hasserfüllt, der gute",2020-11-25 11:26:30+00:00,"((0, 54, 'GERMAN', 'de'),)","[{'translation_text': 'Always easily irritable and extremely hateful, the good'}]"
1583,Schweigen Sie doch zum Wohle der Schweiz für einmal!,2020-11-25 11:23:16+00:00,"((0, 53, 'GERMAN', 'de'),)","[{'translation_text': ""Why don't you shut up for the good of Switzerland for once?""}]"
1584,"Selbstverständlich soll Basel, wie auch die ganze Schweiz frei von Nazis sein. Aber also Basel frei von linksextremen „Aktivisten“ wäre auch ein hehres Ziel ...",2020-11-25 07:39:40+00:00,"((0, 166, 'GERMAN', 'de'),)","[{'translation_text': 'Of course, Basel, as well as the whole of Switzerland, should be free of Nazis. So Basel is free of left-wing extremists ""Activists"" would also be a noble goal ...'}]"
1585,Ausgerechnet Lauterbach ....,2020-11-24 07:56:24+00:00,"((0, 28, 'Unknown', 'un'),)",NA
1586,"Diese Frau kann niemand ernst nehmen - aber sie scheint das Beste zu sein, was die  zu bieten haben ....",2020-11-21 12:32:48+00:00,"((0, 104, 'GERMAN', 'de'),)",[{'translation_text': 'No one can take this woman seriously - but she seems to be the best they have to offer ....'}]
1587,"Ja, liebe  Die Schwestern, mit denen Ihr gerade noch Arm in Arm Siege gegen die SVP gefeiert habt, fallen Euch nun in den Rücken. Die werdet Ihr so schnell nicht mehr los! Die SVP hingegen steht Euch trotz allem zuverlässig zur Seite ... denkt mal darüber nach!",2020-11-21 10:17:32+00:00,"((0, 264, 'GERMAN', 'de'),)","[{'translation_text': 'Yes, dear The sisters, with whom you have just celebrated arm in arm victories against the SVP, fall now in your back. You will not get rid of them so quickly! The SVP, on the other hand, stands by you reliably in spite of everything ... think about it!'}]"
1588,Rassismus beim  ? Ich bin entsetzt ...,2020-11-20 10:18:37+00:00,"((0, 38, 'Unknown', 'un'),)",NA
1589,Skandal um Skandal im Unispital ... natürlich unter Führung eines abgehalfterten Politikers der   - Erinnerungen an das Swissair-Debakel kommen hoch ...,2020-11-17 06:51:21+00:00,"((0, 154, 'GERMAN', 'de'),)",[{'translation_text': 'Scandal for scandal in the Unispital ... of course under the leadership of a staggered politician of the - memories of the Swissair debacle come up ...'}]
1590,"Wir verblöden endgültig ...  Jetzt sollen auch noch unsere Schulbücher rassistisch sein … Es ist Zeit, aufzuräumen - aber nicht bei Schulbüchern, sondern bei selbsternannten  Expertinnen!",2020-11-15 10:13:22+00:00,"((0, 194, 'GERMAN', 'de'),)","[{'translation_text': ""Now our textbooks are supposed to be racist ... It's time to clean up - but not with schoolbooks, but with self-proclaimed experts!""}]"
1591,Da würde es wohl an Kandidatinnen nicht mangeln ...,2020-11-12 08:03:43+00:00,"((0, 52, 'GERMAN', 'de'),)","[{'translation_text': ""I don't think there'd be a shortage of candidates...""}]"
1592,Aber Ferien dürften aufgrund der sehr hohen Busse wohl gestrichen sein ...,2020-11-10 20:06:20+00:00,"((0, 75, 'GERMAN', 'de'),)",[{'translation_text': 'But holidays should probably be cancelled due to the very high buses ...'}]
1593,Aber Jacky - niemals wird der scheintote Biden gewinnen ...,2020-11-03 13:40:12+00:00,"((0, 59, 'GERMAN', 'de'),)",[{'translation_text': 'But Jacky - never will the seeming Biden win...'}]
1594,Und noch vor ein paar Wochen wollten die Gruenen in Wien die Polizei entwaffnen ...,2020-11-03 10:22:45+00:00,"((0, 83, 'GERMAN', 'de'),)","[{'translation_text': 'And a few weeks ago, the Gruenen in Vienna wanted to disarm the police ...'}]"
1595,Unglaublich - sogar hier finden Sie noch eine Entschuldigung ...,2020-11-03 10:01:18+00:00,"((0, 64, 'GERMAN', 'de'),)",[{'translation_text': 'Incredible - even here you will find an apology ...'}]
1596,"Wieso überrascht mich das nicht ...?
Der Attentäter, der nach dem Anschlag in der Wiener Innenstadt von der Polizei erschossen worden ist, war 20 Jahre alt, hatte nordmazedonische Wurzeln und war einschlägig wegen Mitgliedschaft in einer terroristischer Vereinigung vorbestraft.",2020-11-03 09:35:04+00:00,"((0, 281, 'GERMAN', 'de'),)","[{'translation_text': 'The assassin who was shot by the police after the attack in downtown Vienna was 20 years old, had North Macedonian roots and was convicted of membership in a terrorist association.'}]"
1598,Oh Gott,2020-10-31 17:59:39+00:00,"((0, 7, 'Unknown', 'un'),)",NA
1599,Die Wahrheit tut weh - muss aber ausgesprochen werden!,2020-10-31 07:24:15+00:00,"((0, 54, 'GERMAN', 'de'),)",[{'translation_text': 'The truth hurts - but must be pronounced!'}]
1600,"Schweizer, erwachet!",2020-10-30 18:11:09+00:00,"((0, 20, 'Unknown', 'un'),)",NA
1602,Grünliberale tragen statt Latzhosen einfach Kravatten - ansonsten sind sie von den Grünen kaum zu unterscheiden ... sie stimmen leider meistens dunkelgrün und rot ...  Martin Bäumle ist meines Erachtens der einzige echte Grünliberale!,2020-10-15 17:34:15+00:00,"((0, 239, 'GERMAN', 'de'),)",[{'translation_text': 'Green-liberals wear simply cravats instead of bibs - otherwise they are hard to distinguish from the greens ... unfortunately they mostly vote dark green and red ... Martin Bäumle is in my opinion the only real green-liberal!'}]
1603,Hört auf zu heucheln: Ihr habt den Marktfahrern die Umsätze weggenommen! Eure Chaoten haben Marktfahrer am Wegfahren gehindert!,2020-10-12 12:06:28+00:00,"((0, 129, 'GERMAN', 'de'),)",[{'translation_text': 'Stop pretending: You have taken away the sales from the market drivers! Your chaots have prevented market drivers from driving away!'}]
1604,Bestens integriert ...,2020-10-05 20:28:34+00:00,"((0, 22, 'Unknown', 'un'),)",NA
1605,.... und wenn sich der einst stolze Freisinn tatsächlich mit den Rechtsbrechern und Chaoten des „Klimastreik“ solidarisiert - gute Nacht Schweiz!,2020-10-03 09:59:16+00:00,"((0, 150, 'GERMAN', 'de'),)","[{'translation_text': '.... and when the once proud sense of freedom is actually solidarityed with the right-wing criminals and chaots of the ""climate strike"" - good night Switzerland!'}]"
1606,Niemals wird ein echter Freisinniger diesem Abzocker-Gesetz zustimmen!,2020-10-03 09:57:55+00:00,"((0, 70, 'GERMAN', 'de'),)",[{'translation_text': 'A real free-minded person will never agree to this Abzocker law!'}]
1607,Genau !,2020-10-03 06:49:46+00:00,"((0, 7, 'Unknown', 'un'),)",NA
1608,"Also liebe Vertreter der schreibenden Zunft - nur damit ich es richtig verstehe: Hier kommt keine Rücktrittsforderung von Euch? Der gute Mann wird nicht von Euch gehetzt, bis er zurücktritt? Auch seine Unterstützerin nicht? Liegt es daran, dass er ein JUSO und sie von der SP ist?",2020-10-03 06:11:06+00:00,"((0, 283, 'GERMAN', 'de'),)","[{'translation_text': 'So, dear representatives of the writing guild - just so that I understand it correctly: There is no demand for resignation from you here? The good man is not rushed by you until he resigns? Not even his supporter? Is it because he is a JUSO and she from the SP?'}]"
1609,Kreissaal - Hörsaal - Ratsaal,2020-10-02 19:31:54+00:00,"((0, 30, 'Unknown', 'un'),)",NA
1610,Frau NR Arslan ist CH-TR Doppelbürgerin,2020-10-02 19:14:03+00:00,"((0, 40, 'GERMAN', 'de'),)",[{'translation_text': 'Ms NR Arslan is a CH-TR double citizen'}]
1612,"Würde man den Betrag auf die Hälfte reduzieren, müssten Wermuth, Glättli, Molina und Co. endlich einer anständigen Arbeit nachgehen!",2020-10-02 11:10:26+00:00,"((0, 137, 'GERMAN', 'de'),)","[{'translation_text': 'If the amount were to be reduced to half, Wermuth, Glättli, Molina and Co. would finally have to do a decent job!'}]"
1613,Roger Köppel hat einen Vorstoss zur Halbierung der Gehälter für Parlamentarier eingereicht - wurde leider abgelehnt ...,2020-10-02 09:35:51+00:00,"((0, 122, 'GERMAN', 'de'),)",[{'translation_text': 'Roger Köppel has submitted a proposal for halving the salaries for parliamentarians - was unfortunately rejected ...'}]
1615,"Genau – also schonen wir Arslan, Badran, Wermuth und Co., welche sich offen mit den Gesetzesbrechern und Klimachaoten solidarisieren – und verurteilen wir die, die sich noch für Recht und Ordnung einsetzen …",2020-10-01 15:50:30+00:00,"((0, 214, 'GERMAN', 'de'),)","[{'translation_text': ""Precisely – so let's spare Arslan, Badran, Wermuth and others, who openly solidarity with the lawbreakers and climate chaos – and let's condemn those who still advocate law and order ...""}]"
1616,"Nur damit ich es richtig verstehe: Hier schreibt ein gewählter JUSO ACAB (heisst: All cops are bastards) - und die Medien schweigen vornehm ... Ein Versprecher von mir wird aber tagelang hochgekocht!

Würde ein JSVP etwas Ähnliches schreiben - der wäre am Abend nicht mehr im Amt!",2020-10-01 13:36:11+00:00,"((0, 284, 'GERMAN', 'de'),)",[{'translation_text': 'Just so that I understand it correctly: Here writes an elected JUSO ACAB (named All cops are bastards) - and the media are silent with pride ... But a speaker of mine is boiled up for days! If a JSVP were to write something similar - he would not be in office in the evening!'}]
1617,"... und wenn auch nur jeder Zweite, der sich bei mir meldet, nicht mehr spendet, wird die Krebsliga einen empfindlichen Verlust an Spenden hinzunehmen haben ...",2020-10-01 12:51:58+00:00,"((0, 160, 'GERMAN', 'de'),)","[{'translation_text': ""... and even if every second person who comes to me doesn't donate anymore, the Cancer League will have to accept a serious loss of donations ...""}]"
1618,"Läck, ist der GF der Agentur so ein Schleimer? Mir gegenüber äusserte er sich telefonisch noch komplett anders ...",2020-10-01 12:45:57+00:00,"((0, 117, 'GERMAN', 'de'),)","[{'translation_text': 'Läck, is the GF of the agency such a mucus? To me he expressed himself by phone completely different ...'}]"
1619,Vor allem: Würde jemand von der SVP so eine Aussage machen - er würde von der vereinigten Medienmeute gehetzt und zum Rücktritt geschrieben!,2020-10-01 06:01:46+00:00,"((0, 143, 'GERMAN', 'de'),)",[{'translation_text': 'Above all: Would someone from the SVP make such a statement - he would be rushed by the united media mutiny and written to resign!'}]
1620,Roger Köppel hat einen Vorstoss zur Halbierung der Gehälter für Parlamentarier eingereicht - wurde leider abgelehnt ...,2020-09-30 10:54:19+00:00,"((0, 122, 'GERMAN', 'de'),)",[{'translation_text': 'Roger Köppel has submitted a proposal for halving the salaries for parliamentarians - was unfortunately rejected ...'}]
1621,"Oh Gott, woher rührt dieser Frust?",2020-09-30 09:59:19+00:00,"((0, 35, 'GERMAN', 'de'),)","[{'translation_text': 'Oh, God, where does this frustration come from?'}]"
1622,Im nächsten Leben werde ich auch Kulturschaffende ...,2020-09-29 14:55:51+00:00,"((0, 54, 'GERMAN', 'de'),)","[{'translation_text': 'In the next life, I will also become a cultural creator ...'}]"
1623,Wie lange dürfen die Blick-„Journalisten“ weiterlügen? Nach Eklat bei Klimademo: SVP-Glarner hetzt wieder gegen Arslan,2020-09-29 11:25:48+00:00,"((0, 124, 'GERMAN', 'de'),)","[{'translation_text': 'How long can the look ""journalists"" continue lying? According to Eklat at Klimademo: SVP-Glarner rushes against Arslan again'}]"
1624,"Frau Oberli - ist es eigentlich Ihr Hobby, hier einfach zu hetzen?",2020-09-29 09:47:40+00:00,"((0, 66, 'GERMAN', 'de'),)",[{'translation_text': 'Mrs Oberli - is it actually your hobby to rush here?'}]
1625,Glauben können Sie in der Kirche!,2020-09-28 16:10:33+00:00,"((0, 34, 'GERMAN', 'de'),)",[{'translation_text': 'You can believe in the Church!'}]
1626,Hier die aktuelle Liste der Vorstösse und Eingaben für die Fragestunde von Frau NR Sibel Arslan ... Urteilen Sie selbst: Vertritt sie wirklich die Interessen der Schweizerinnen und Schweizer?,2020-09-28 14:58:11+00:00,"((0, 193, 'GERMAN', 'de'),)",[{'translation_text': 'Here is the current list of advances and submissions for Question Time by Mrs. NR Sibel Arslan ... Do you judge yourself: does she really represent the interests of the Swiss?'}]
1627,"Friedlich? Sie hätten anhören müssen, was wir uns alles anhören mussten - echt krass und keineswegs friedlich!",2020-09-27 19:27:55+00:00,"((0, 114, 'GERMAN', 'de'),)",[{'translation_text': 'You should have listened to what we had to listen to - really crazy and by no means peaceful!'}]
1628,Spektakuläre Niederlage vor allem für die „Journalisten“ des  Die Bevölkerung von Oberwil-Lieli heisst die Einzonung trotz Schmierenkampagne gut!,2020-09-27 14:11:53+00:00,"((0, 152, 'GERMAN', 'de'),)","[{'translation_text': 'Spectacular defeat especially for the ""journalists"" The population of Oberwil-Lieli is the name of the zone despite the smear campaign!'}]"
1629,"Oh Gott - keine Ahnung von den Umständen und hier mit vielen Rechtschreibfehlern kommentieren ... Möchten Sie Ihre Zeit nicht besser nutzen? Ich kenne Institute, die auch bei schwierigen Fällen recht gute Ergebnisse erzielen ...",2020-09-27 14:08:20+00:00,"((0, 231, 'GERMAN', 'de'),)","[{'translation_text': ""Oh God - no idea of the circumstances and comment here with many spelling mistakes ... Don't you want to make better use of your time? I know institutes that achieve quite good results even in difficult cases ...""}]"
1630,"Die wurden in ein Sitzungszimmer geführt, vermutlich wurde ihnen über den Kopf gestreichelt und sie wurden mit ein paar mahnenden Worten nach draussen begleitet ...",2020-09-27 11:10:49+00:00,"((0, 166, 'GERMAN', 'de'),)","[{'translation_text': 'They were led into a meeting room, presumably they were petted over their heads and they were escorted outside with a few warning words ...'}]"
1631,Bern Bundesplatz - nach den Klimachaoten demonstrieren nun Sozialistinnen und Sozialisten widerrechtlich! Gewählte Volksvertreter missachten das Recht - und niemand schreitet ein ...  In Bern herrscht dank der linksgrün verseuchten Regierung die Anarchie!,2020-09-24 13:06:19+00:00,"((0, 106, 'Unknown', 'un'), (106, 151, 'GERMAN', 'de'))",NA
1632,Ach sooooo ....,2020-09-23 11:21:18+00:00,"((0, 15, 'Unknown', 'un'),)",NA
1633,Und was sagt die gute  zur Aussage ihrer Gesinnungsgenossin:,2020-09-23 10:46:56+00:00,"((0, 60, 'GERMAN', 'de'),)",[{'translation_text': 'And what does the good say to the statement of her mindmate:'}]
1634,Und was sagen Sie zur Aussage der Frau NR Badran:,2020-09-23 08:49:11+00:00,"((0, 49, 'GERMAN', 'de'),)",[{'translation_text': 'And what do you say to Mrs NR Badran:'}]
1635,".... dann hören Sie mal nach, was Frau NR Badran so für Aussagen macht:",2020-09-23 08:48:15+00:00,"((0, 73, 'GERMAN', 'de'),)",[{'translation_text': '.... then listen to what Mrs. NR Badran says:'}]
1636,"Einen Namen falsch aussprechen = Aufschrei der Sozialisten - wenn aber ihre Vorzeigedame Badran mich „de huärä fucking Glarner“ nennt, ist das natürlich ok ... ab 1:35",2020-09-23 07:05:52+00:00,"((0, 174, 'GERMAN', 'de'),)","[{'translation_text': 'Pronounce a name wrong = outcry of the socialists - but if their flagship Badran calls me ""de huärä fucking Glarner"", that is of course ok ... from 1:35'}]"
1638,Auf der Liste der heute zu wählenden Bundesrichter befindet sich für die SP keine einzige Frau ... soviel zur Frauenförderung der Sozialisten!  (die SVP hat 6 Frauen),2020-09-23 06:38:58+00:00,"((0, 169, 'GERMAN', 'de'),)",[{'translation_text': 'On the list of the federal judges to be elected today there is not a single woman for the SP ... so much for the promotion of women of the socialists! (the SVP has 6 women)'}]
1639,Ein Bürgerlicher 🤪🤪🤪,2020-09-22 20:11:22+00:00,"((0, 30, 'Unknown', 'un'),)",NA
1640,"Unglaublich, dieser Klimawandel - es schiffet gerade so richtig in Bern .... Die Klimakommunisten werden infolge Regen gerade so richtig geduscht ... bei den meisten dürfte es eh schon lange fällig gewesen sein",2020-09-22 20:00:21+00:00,"((0, 212, 'GERMAN', 'de'),)","[{'translation_text': ""Unbelievable, this climate change - it's just really sailing in Bern .... The climate communists are taking a shower as a result of rain ... with most of them it should have been due for a long time anyway""}]"
1641,Ich hätte mich mit Ihnen gerne geistig duelliert - aber ich sehe: Sie sind völlig unbewaffnet ...,2020-09-21 21:16:43+00:00,"((0, 99, 'GERMAN', 'de'),)",[{'translation_text': 'I would have liked to have dueled with you mentally - but I see you are completely unarmed ...'}]
1642,Ich wollte mich mit Ihnen geistig duellieren - aber ich sehe gerade: Sie sind völlig unbewaffnet ...,2020-09-21 18:51:38+00:00,"((0, 101, 'GERMAN', 'de'),)",[{'translation_text': 'I wanted to duel with you mentally - but I can see that you are completely unarmed ...'}]
1643,"Waren Sie vor Ort? Praktisch keine Kinder, aber dafür Dutzende Linke Chaoten! Oh Gott, lass es Hirn regnen ..",2020-09-21 18:46:36+00:00,"((0, 110, 'GERMAN', 'de'),)","[{'translation_text': 'Were you on site? Practically no children, but for that dozens left chaoten! Oh God, let it rain brains ..'}]"
1644,"Ach, Herr Müller ... ich mag Sie echt - schade, dass Sie so links sind! Wenn es doch nur Leute wären, die sich um unsere Umwelt Sorgen machen - aber auf dem Bundesplatz wurden den ganzen Tag Klassenkampf-Parolen skandiert!",2020-09-21 17:18:03+00:00,"((0, 224, 'GERMAN', 'de'),)","[{'translation_text': 'Oh, Mr. Müller ... I really like you - a pity that you are so left! If only it were people who were worried about our environment - but in the Bundesplatz all day class fight-parols were chanted!'}]"
1645,"Ach, Herr Müller ... ich mag Sie echt - schade, dass Sie so links sind!",2020-09-21 17:14:01+00:00,"((0, 72, 'GERMAN', 'de'),)","[{'translation_text': ""Oh, Mr. Müller, I really like you - a pity you're so left!""}]"
1647,Klimakommunisten besetzen illegal den Bundesplatz - und was macht die Stadt Bern? Sie liefert gratis und franko Strom und Wasser ....,2020-09-21 13:03:19+00:00,"((0, 133, 'GERMAN', 'de'),)",[{'translation_text': 'Climate communists illegally occupy the Bundesplatz - and what does the city of Bern do? It delivers free and frank electricity and water ....'}]
1648,Klimakommunisten besetzen unbewilligt den Bundesplatz - und was macht die linksgrün durchseuchte Stadtregierung? Sie will verhandeln ...  Hier muss das Recht durchgesetzt werden - 15 Minuten Zeit zum bedingungslosen Abzug - sonst Räumung durch Grenadierzug der Stadtpolizei!,2020-09-21 07:16:28+00:00,"((0, 276, 'GERMAN', 'de'),)",[{'translation_text': 'Climate communists unauthorized occupy the Federal Square - and what does the left-green-infected city government do? It wants to negotiate ... Here the right must be enforced - 15 minutes time for unconditional withdrawal - otherwise eviction by Grenadier train of the city police!'}]
1649,Mein Grossvater pflegte zu sagen: Dwn BLICK musst Du gerade halten - sonst läuft der Seich raus ...,2020-09-20 15:39:23+00:00,"((0, 100, 'GERMAN', 'de'),)",[{'translation_text': 'My grandfather used to say: Dwn BLICK you have to hold straight - otherwise the seik runs out ...'}]
